"","tempFish","statArea","year","month","week","jDay","gear","fishNum","date","regName","aggProb","Region"
"98","123_2007_troll_113_122","123","2007",4,17,"113","troll","122",2007-04-24,"Puget Sound",0.88,"Region 1"
"99","123_2007_troll_113_123","123","2007",4,17,"113","troll","123",2007-04-24,"Puget Sound",0.91,"Region 1"
"100","123_2007_troll_113_124","123","2007",4,17,"113","troll","124",2007-04-24,"Columbia",1,"Region 1"
"101","123_2007_troll_113_124","123","2007",4,17,"113","troll","124",2007-04-24,NA,NA,"Region 2"
"102","123_2007_troll_113_125","123","2007",4,17,"113","troll","125",2007-04-24,"Puget Sound",1,"Region 1"
"103","123_2007_troll_113_126","123","2007",4,17,"113","troll","126",2007-04-24,"Puget Sound",0.89,"Region 1"
"104","123_2007_troll_113_127","123","2007",4,17,"113","troll","127",2007-04-24,"Puget Sound",0.93,"Region 1"
"105","123_2007_troll_113_128","123","2007",4,17,"113","troll","128",2007-04-24,"Columbia",0.99,"Region 1"
"106","123_2007_troll_113_129","123","2007",4,17,"113","troll","129",2007-04-24,"Columbia",0.98,"Region 1"
"107","123_2007_troll_113_129","123","2007",4,17,"113","troll","129",2007-04-24,"Snake",0.01,"Region 2"
"108","123_2007_troll_113_130","123","2007",4,17,"113","troll","130",2007-04-24,"Puget Sound",0.87,"Region 1"
"109","123_2007_troll_113_131","123","2007",4,17,"113","troll","131",2007-04-24,"Puget Sound",0.96,"Region 1"
"110","123_2007_troll_113_132","123","2007",4,17,"113","troll","132",2007-04-24,"Snake",1,"Region 1"
"111","123_2007_troll_113_132","123","2007",4,17,"113","troll","132",2007-04-24,"Columbia",0,"Region 2"
"112","123_2007_troll_113_132","123","2007",4,17,"113","troll","132",2007-04-24,NA,NA,"Region 3"
"113","123_2007_troll_113_133","123","2007",4,17,"113","troll","133",2007-04-24,"Columbia",0.96,"Region 1"
"114","123_2007_troll_113_134","123","2007",4,17,"113","troll","134",2007-04-24,"Puget Sound",0.83,"Region 1"
"115","123_2007_troll_113_135","123","2007",4,17,"113","troll","135",2007-04-24,"Puget Sound",1,"Region 1"
"116","123_2007_troll_113_136","123","2007",4,17,"113","troll","136",2007-04-24,"Columbia",0.27,"Region 1"
"117","123_2007_troll_113_136","123","2007",4,17,"113","troll","136",2007-04-24,"Puget Sound",0.24,"Region 2"
"118","123_2007_troll_113_136","123","2007",4,17,"113","troll","136",2007-04-24,"Fraser River",0.07,"Region 3"
"119","123_2007_troll_113_137","123","2007",4,17,"113","troll","137",2007-04-24,"Puget Sound",0.89,"Region 1"
"120","123_2007_troll_113_138","123","2007",4,17,"113","troll","138",2007-04-24,"Puget Sound",0.86,"Region 1"
"121","123_2007_troll_114_184","123","2007",4,17,"114","troll","184",2007-04-25,"Puget Sound",0.91,"Region 1"
"122","123_2007_troll_114_185","123","2007",4,17,"114","troll","185",2007-04-25,"Columbia",0.93,"Region 1"
"123","123_2007_troll_114_185","123","2007",4,17,"114","troll","185",2007-04-25,"Fraser River",0.05,"Region 2"
"124","123_2007_troll_115_139","123","2007",4,17,"115","troll","139",2007-04-26,"Puget Sound",0.92,"Region 1"
"125","123_2007_troll_115_140","123","2007",4,17,"115","troll","140",2007-04-26,"Puget Sound",0.92,"Region 1"
"126","123_2007_troll_115_141","123","2007",4,17,"115","troll","141",2007-04-26,"Columbia",0.95,"Region 1"
"127","123_2007_troll_115_141","123","2007",4,17,"115","troll","141",2007-04-26,"Snake",0.04,"Region 2"
"128","123_2007_troll_115_141","123","2007",4,17,"115","troll","141",2007-04-26,"Puget Sound",0.01,"Region 3"
"129","123_2007_troll_115_142","123","2007",4,17,"115","troll","142",2007-04-26,"Snake",0.98,"Region 1"
"130","123_2007_troll_115_142","123","2007",4,17,"115","troll","142",2007-04-26,"Columbia",0.02,"Region 2"
"131","123_2007_troll_115_142","123","2007",4,17,"115","troll","142",2007-04-26,"Fraser River",0,"Region 3"
"132","123_2007_troll_115_143","123","2007",4,17,"115","troll","143",2007-04-26,"Puget Sound",0.91,"Region 1"
"133","123_2007_troll_115_144","123","2007",4,17,"115","troll","144",2007-04-26,"Puget Sound",0.88,"Region 1"
"134","123_2007_troll_115_145","123","2007",4,17,"115","troll","145",2007-04-26,"Columbia",1,"Region 1"
"135","123_2007_troll_115_146","123","2007",4,17,"115","troll","146",2007-04-26,"Columbia",0.99,"Region 1"
"136","123_2007_troll_115_147","123","2007",4,17,"115","troll","147",2007-04-26,"Puget Sound",0.6,"Region 1"
"137","123_2007_troll_115_147","123","2007",4,17,"115","troll","147",2007-04-26,"Fraser River",0.18,"Region 2"
"138","123_2007_troll_115_147","123","2007",4,17,"115","troll","147",2007-04-26,"Columbia",0.11,"Region 3"
"139","123_2007_troll_115_147","123","2007",4,17,"115","troll","147",2007-04-26,"SOG",0.04,"Region 4"
"140","123_2007_troll_115_148","123","2007",4,17,"115","troll","148",2007-04-26,"Puget Sound",0.98,"Region 1"
"141","123_2007_troll_115_149","123","2007",4,17,"115","troll","149",2007-04-26,"Puget Sound",0.92,"Region 1"
"142","123_2007_troll_115_150","123","2007",4,17,"115","troll","150",2007-04-26,"Puget Sound",0.87,"Region 1"
"143","123_2007_troll_116_151","123","2007",4,17,"116","troll","151",2007-04-27,"Puget Sound",0.98,"Region 1"
"144","123_2007_troll_116_152","123","2007",4,17,"116","troll","152",2007-04-27,"SOG",0.99,"Region 1"
"145","123_2007_troll_116_152","123","2007",4,17,"116","troll","152",2007-04-27,NA,NA,"Region 2"
"146","123_2007_troll_116_153","123","2007",4,17,"116","troll","153",2007-04-27,"Puget Sound",0.94,"Region 1"
"147","123_2007_troll_116_154","123","2007",4,17,"116","troll","154",2007-04-27,"Fraser River",1,"Region 1"
"148","123_2007_troll_116_155","123","2007",4,17,"116","troll","155",2007-04-27,"Puget Sound",0.97,"Region 1"
"149","123_2007_troll_116_156","123","2007",4,17,"116","troll","156",2007-04-27,"Puget Sound",0.91,"Region 1"
"150","123_2007_troll_116_157","123","2007",4,17,"116","troll","157",2007-04-27,"Oregon/California",1,"Region 1"
"151","123_2007_troll_116_158","123","2007",4,17,"116","troll","158",2007-04-27,"Columbia",1,"Region 1"
"152","123_2007_troll_116_158","123","2007",4,17,"116","troll","158",2007-04-27,NA,NA,"Region 2"
"153","123_2007_troll_116_159","123","2007",4,17,"116","troll","159",2007-04-27,"Fraser River",0.98,"Region 1"
"154","123_2007_troll_116_159","123","2007",4,17,"116","troll","159",2007-04-27,"Puget Sound",0.01,"Region 2"
"155","123_2007_troll_116_160","123","2007",4,17,"116","troll","160",2007-04-27,"Puget Sound",0.89,"Region 1"
"156","123_2007_troll_116_161","123","2007",4,17,"116","troll","161",2007-04-27,"Puget Sound",0.86,"Region 1"
"157","123_2007_troll_116_162","123","2007",4,17,"116","troll","162",2007-04-27,"Puget Sound",0.83,"Region 1"
"158","123_2007_troll_116_163","123","2007",4,17,"116","troll","163",2007-04-27,"Puget Sound",0.99,"Region 1"
"159","123_2007_troll_116_164","123","2007",4,17,"116","troll","164",2007-04-27,"Puget Sound",0.87,"Region 1"
"160","123_2007_troll_116_165","123","2007",4,17,"116","troll","165",2007-04-27,"Puget Sound",0.89,"Region 1"
"161","123_2007_troll_116_166","123","2007",4,17,"116","troll","166",2007-04-27,"Columbia",1,"Region 1"
"162","123_2007_troll_117_167","123","2007",4,17,"117","troll","167",2007-04-28,"Fraser River",0.81,"Region 1"
"163","123_2007_troll_117_167","123","2007",4,17,"117","troll","167",2007-04-28,"Puget Sound",0.14,"Region 2"
"164","123_2007_troll_117_168","123","2007",4,17,"117","troll","168",2007-04-28,"Columbia",0.93,"Region 1"
"165","123_2007_troll_117_168","123","2007",4,17,"117","troll","168",2007-04-28,"Puget Sound",0.04,"Region 2"
"166","123_2007_troll_117_169","123","2007",4,17,"117","troll","169",2007-04-28,"Puget Sound",0.82,"Region 1"
"167","123_2007_troll_117_170","123","2007",4,17,"117","troll","170",2007-04-28,"Puget Sound",0.95,"Region 1"
"168","123_2007_troll_117_171","123","2007",4,17,"117","troll","171",2007-04-28,"Puget Sound",0.97,"Region 1"
"169","123_2007_troll_117_172","123","2007",4,17,"117","troll","172",2007-04-28,"Puget Sound",0.96,"Region 1"
"170","123_2007_troll_117_173","123","2007",4,17,"117","troll","173",2007-04-28,"Puget Sound",0.99,"Region 1"
"171","123_2007_troll_117_174","123","2007",4,17,"117","troll","174",2007-04-28,"Puget Sound",0.98,"Region 1"
"172","123_2007_troll_117_175","123","2007",4,17,"117","troll","175",2007-04-28,"Puget Sound",0.98,"Region 1"
"173","123_2007_troll_121_1","123","2007",5,18,"121","troll","1",2007-05-02,"Columbia",0.58,"Region 1"
"174","123_2007_troll_121_1","123","2007",5,18,"121","troll","1",2007-05-02,"Fraser River",0.15,"Region 2"
"175","123_2007_troll_121_1","123","2007",5,18,"121","troll","1",2007-05-02,"Snake",0.14,"Region 3"
"176","123_2007_troll_121_10","123","2007",5,18,"121","troll","10",2007-05-02,"Columbia",0.96,"Region 1"
"177","123_2007_troll_121_11","123","2007",5,18,"121","troll","11",2007-05-02,"Columbia",0.5,"Region 1"
"178","123_2007_troll_121_11","123","2007",5,18,"121","troll","11",2007-05-02,"Puget Sound",0.32,"Region 2"
"179","123_2007_troll_121_11","123","2007",5,18,"121","troll","11",2007-05-02,"Snake",0.13,"Region 3"
"180","123_2007_troll_121_12","123","2007",5,18,"121","troll","12",2007-05-02,"Columbia",0.97,"Region 1"
"181","123_2007_troll_121_13","123","2007",5,18,"121","troll","13",2007-05-02,"Fraser River",0.97,"Region 1"
"182","123_2007_troll_121_13","123","2007",5,18,"121","troll","13",2007-05-02,"Oregon/California",0.02,"Region 2"
"183","123_2007_troll_121_13","123","2007",5,18,"121","troll","13",2007-05-02,"Puget Sound",0,"Region 3"
"184","123_2007_troll_121_14","123","2007",5,18,"121","troll","14",2007-05-02,"Fraser River",0.96,"Region 1"
"185","123_2007_troll_121_14","123","2007",5,18,"121","troll","14",2007-05-02,"Puget Sound",0.03,"Region 2"
"186","123_2007_troll_121_15","123","2007",5,18,"121","troll","15",2007-05-02,"Oregon/California",0.94,"Region 1"
"187","123_2007_troll_121_15","123","2007",5,18,"121","troll","15",2007-05-02,"Puget Sound",0.02,"Region 2"
"188","123_2007_troll_121_16","123","2007",5,18,"121","troll","16",2007-05-02,"Puget Sound",0.97,"Region 1"
"189","123_2007_troll_121_17","123","2007",5,18,"121","troll","17",2007-05-02,"Puget Sound",0.58,"Region 1"
"190","123_2007_troll_121_17","123","2007",5,18,"121","troll","17",2007-05-02,"Fraser River",0.27,"Region 2"
"191","123_2007_troll_121_18","123","2007",5,18,"121","troll","18",2007-05-02,"Puget Sound",0.94,"Region 1"
"192","123_2007_troll_121_19","123","2007",5,18,"121","troll","19",2007-05-02,"Puget Sound",0.94,"Region 1"
"193","123_2007_troll_121_2","123","2007",5,18,"121","troll","2",2007-05-02,"Puget Sound",0.99,"Region 1"
"194","123_2007_troll_121_20","123","2007",5,18,"121","troll","20",2007-05-02,"Puget Sound",0.99,"Region 1"
"195","123_2007_troll_121_20","123","2007",5,18,"121","troll","20",2007-05-02,"Columbia",0,"Region 2"
"196","123_2007_troll_121_20","123","2007",5,18,"121","troll","20",2007-05-02,"Snake",0,"Region 3"
"197","123_2007_troll_121_21","123","2007",5,18,"121","troll","21",2007-05-02,"Fraser River",0.99,"Region 1"
"198","123_2007_troll_121_21","123","2007",5,18,"121","troll","21",2007-05-02,"Puget Sound",0,"Region 2"
"199","123_2007_troll_121_22","123","2007",5,18,"121","troll","22",2007-05-02,"Columbia",0.92,"Region 1"
"200","123_2007_troll_121_22","123","2007",5,18,"121","troll","22",2007-05-02,"Snake",0.08,"Region 2"
"201","123_2007_troll_121_23","123","2007",5,18,"121","troll","23",2007-05-02,"Fraser River",1,"Region 1"
"202","123_2007_troll_121_23","123","2007",5,18,"121","troll","23",2007-05-02,"Puget Sound",0,"Region 2"
"203","123_2007_troll_121_24","123","2007",5,18,"121","troll","24",2007-05-02,"Columbia",1,"Region 1"
"204","123_2007_troll_121_24","123","2007",5,18,"121","troll","24",2007-05-02,NA,NA,"Region 2"
"205","123_2007_troll_121_25","123","2007",5,18,"121","troll","25",2007-05-02,"Puget Sound",0.84,"Region 1"
"206","123_2007_troll_121_26","123","2007",5,18,"121","troll","26",2007-05-02,"Columbia",0.87,"Region 1"
"207","123_2007_troll_121_26","123","2007",5,18,"121","troll","26",2007-05-02,"Snake",0.1,"Region 2"
"208","123_2007_troll_121_27","123","2007",5,18,"121","troll","27",2007-05-02,"Fraser River",1,"Region 1"
"209","123_2007_troll_121_28","123","2007",5,18,"121","troll","28",2007-05-02,"Columbia",1,"Region 1"
"210","123_2007_troll_121_29","123","2007",5,18,"121","troll","29",2007-05-02,"Puget Sound",1,"Region 1"
"211","123_2007_troll_121_3","123","2007",5,18,"121","troll","3",2007-05-02,"Puget Sound",1,"Region 1"
"212","123_2007_troll_121_30","123","2007",5,18,"121","troll","30",2007-05-02,"Puget Sound",0.95,"Region 1"
"213","123_2007_troll_121_31","123","2007",5,18,"121","troll","31",2007-05-02,"Columbia",0.56,"Region 1"
"214","123_2007_troll_121_31","123","2007",5,18,"121","troll","31",2007-05-02,"Snake",0.42,"Region 2"
"215","123_2007_troll_121_32","123","2007",5,18,"121","troll","32",2007-05-02,"Puget Sound",0.94,"Region 1"
"216","123_2007_troll_121_33","123","2007",5,18,"121","troll","33",2007-05-02,"Fraser River",1,"Region 1"
"217","123_2007_troll_121_33","123","2007",5,18,"121","troll","33",2007-05-02,"Columbia",0,"Region 2"
"218","123_2007_troll_121_33","123","2007",5,18,"121","troll","33",2007-05-02,"Oregon/California",0,"Region 3"
"219","123_2007_troll_121_33","123","2007",5,18,"121","troll","33",2007-05-02,"Puget Sound",0,"Region 4"
"220","123_2007_troll_121_34","123","2007",5,18,"121","troll","34",2007-05-02,"Fraser River",1,"Region 1"
"221","123_2007_troll_121_34","123","2007",5,18,"121","troll","34",2007-05-02,NA,NA,"Region 2"
"222","123_2007_troll_121_35","123","2007",5,18,"121","troll","35",2007-05-02,"Puget Sound",0.96,"Region 1"
"223","123_2007_troll_121_35","123","2007",5,18,"121","troll","35",2007-05-02,"Columbia",0.02,"Region 2"
"224","123_2007_troll_121_36","123","2007",5,18,"121","troll","36",2007-05-02,"Fraser River",0.95,"Region 1"
"225","123_2007_troll_121_36","123","2007",5,18,"121","troll","36",2007-05-02,"Puget Sound",0.02,"Region 2"
"226","123_2007_troll_121_36","123","2007",5,18,"121","troll","36",2007-05-02,"Columbia",0.01,"Region 3"
"227","123_2007_troll_121_36","123","2007",5,18,"121","troll","36",2007-05-02,"Snake",0.01,"Region 4"
"228","123_2007_troll_121_37","123","2007",5,18,"121","troll","37",2007-05-02,"Puget Sound",0.86,"Region 1"
"229","123_2007_troll_121_38","123","2007",5,18,"121","troll","38",2007-05-02,"Columbia",0.96,"Region 1"
"230","123_2007_troll_121_4","123","2007",5,18,"121","troll","4",2007-05-02,"Columbia",1,"Region 1"
"231","123_2007_troll_121_5","123","2007",5,18,"121","troll","5",2007-05-02,"Puget Sound",0.87,"Region 1"
"232","123_2007_troll_121_6","123","2007",5,18,"121","troll","6",2007-05-02,"Puget Sound",0.96,"Region 1"
"233","123_2007_troll_121_7","123","2007",5,18,"121","troll","7",2007-05-02,"Puget Sound",0.86,"Region 1"
"234","123_2007_troll_121_8","123","2007",5,18,"121","troll","8",2007-05-02,"Columbia",0.97,"Region 1"
"235","123_2007_troll_121_8","123","2007",5,18,"121","troll","8",2007-05-02,"Snake",0.02,"Region 2"
"236","123_2007_troll_121_9","123","2007",5,18,"121","troll","9",2007-05-02,"Fraser River",0.98,"Region 1"
"237","123_2007_troll_121_9","123","2007",5,18,"121","troll","9",2007-05-02,"Puget Sound",0.01,"Region 2"
"238","123_2007_troll_121_9","123","2007",5,18,"121","troll","9",2007-05-02,"SOG",0,"Region 3"
"239","123_2007_troll_122_39","123","2007",5,18,"122","troll","39",2007-05-03,"Columbia",1,"Region 1"
"240","123_2007_troll_122_40","123","2007",5,18,"122","troll","40",2007-05-03,"Columbia",0.97,"Region 1"
"241","123_2007_troll_122_41","123","2007",5,18,"122","troll","41",2007-05-03,"Fraser River",0.6,"Region 1"
"242","123_2007_troll_122_41","123","2007",5,18,"122","troll","41",2007-05-03,"Oregon/California",0.14,"Region 2"
"243","123_2007_troll_122_41","123","2007",5,18,"122","troll","41",2007-05-03,"Columbia",0.09,"Region 3"
"244","123_2007_troll_122_42","123","2007",5,18,"122","troll","42",2007-05-03,"Snake",1,"Region 1"
"245","123_2007_troll_122_42","123","2007",5,18,"122","troll","42",2007-05-03,"Columbia",0,"Region 2"
"246","123_2007_troll_122_43","123","2007",5,18,"122","troll","43",2007-05-03,"Oregon/California",1,"Region 1"
