record_code,format_version,submission_date,reporting_agency,sampling_agency,recovery_id,species,run_year,recovery_date,recovery_date_type,period_type,period,fishery,gear,adclip_selective_fishery,estimation_level,recovery_location_code,sampling_site,recorded_mark,sex,weight,weight_code,weight_type,length,length_code,length_type,detection_method,tag_status,tag_code,tag_type,sequential_number,sequential_column_number,sequential_row_number,catch_sample_id,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,estimated_number
"R","4.1","20180108","CDFO","CDFO","C672609","1","2007","20070623","C","7","25","10","33",,"3","2MS01H027       766","6","0000",,,,,"600","0","1","E","1","632372","12",,,,"00011125","1",,,,,,"2.3"
"R","4.1","20180108","CDFO","CDFO","C672610","1","2007","20070623","C","7","25","10","33",,"3","2MS01H027       766","6","5000",,,,,"620","0","1","E","1","632786","12",,,,"00011125","1",,,,,,"2.3"
"R","4.1","20180108","CDFO","CDFO","C704888","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"5","2","1","755","0","1","E","1","632378","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704889","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"3.9","2","1","700","0","1","E","1","632375","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704891","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","0000",,"5.5","2","1","775","0","1","E","1","210544","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704892","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"2.9","2","1","665","0","1","E","1","632972","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704893","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","0000",,"2.7","2","1","645","0","1","E","1","632796","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704895","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"3.8","2","1","690","0","1","E","1","210592","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704896","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"3.6","2","1","680","0","1","E","1","632897","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704897","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"4.4","2","1","735","0","1","E","1","632783","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704898","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"2.5","2","1","640","0","1","E","1","210599","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704899","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","0000",,"3.3","2","1","660","0","1","E","1","632790","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448342","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"2.1","2","1","595","0","1","E","1","632391","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448343","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"4","2","1","710","0","1","E","1","632388","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448344","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"2.8","2","1","650","0","1","E","1","632789","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448345","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"3","2","1","670","0","1","E","1","632972","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448346","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"2.7","2","1","600","0","1","E","1","632391","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448347","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","0000",,"1.9","2","1","590","0","1","E","1","632372","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448350","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"2.4","2","1","600","0","1","E","1","632789","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448351","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","5000",,"1.7","2","1","560","0","1","E","1","210601","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448352","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","0000",,"4.1","2","1","740","0","1","E","1","210592","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448353","1","2007","20070623","C","7","25","10","33",,"3","2MS02H024       750","8","0000",,"2.5","2","1","600","0","1","E","1","210588","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704857","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.3","2","1","600","0","1","E","1","632284","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704858","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2","2","1","570","0","1","E","1","632870","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704860","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.2","2","1","600","0","1","E","1","632871","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704861","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"5.6","2","1","740","0","1","E","1","210559","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448354","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4.9","2","1","738","0","1","E","1","632972","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448356","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"4.1","2","1","715","0","1","E","1","632790","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448357","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4.9","2","1","750","0","1","E","1","632283","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448358","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3","2","1","650","0","1","E","1","632871","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448361","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"3.8","2","1","690","0","1","E","1","632795","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448363","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4.5","2","1","740","0","1","E","1","210592","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448364","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"2.5","2","1","612","0","1","E","1","632784","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448365","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"2","2","1","570","0","1","E","1","632784","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448366","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"2.7","2","1","610","0","1","E","1","210589","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448367","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2","2","1","570","0","1","E","1","632783","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448368","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.5","2","1","630","0","1","E","1","632577","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448369","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.2","2","1","592","0","1","E","1","632964","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448370","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"2.5","2","1","618","0","1","E","1","632789","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448371","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"2.5","2","1","615","0","1","E","1","185041","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448372","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"1.9","2","1","530","0","1","E","1","632296","13",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448373","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.2","2","1","590","0","1","E","1","632964","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448374","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.2","2","1","600","0","1","E","1","632789","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448375","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"5.2","2","1","768","0","1","E","1","632281","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448376","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"6.2","2","1","798","0","1","E","1","210546","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448377","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"5.6","2","1","770","0","1","E","1","632383","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448378","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"5.2","2","1","768","0","1","E","1","631980","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C448379","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4","2","1","685","0","1","E","1","210599","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591600","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"6","2","1","785","0","1","E","1","632374","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591601","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"5.5","2","1","770","0","1","E","1","631895","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591602","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"6.5","2","1","816","0","1","E","1","632375","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591603","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"5.9","2","1","765","0","1","E","1","210548","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591604","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"7.5","2","1","849","0","1","E","1","631373","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591605","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4.1","2","1","725","0","1","E","1","632783","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591606","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3.6","2","1","655","0","1","E","1","210598","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591607","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3.6","2","1","656","0","1","E","1","631769","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591608","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"3.6","2","1","651","0","1","E","1","632796","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591609","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4","2","1","724","0","1","E","1","185026","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591610","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2","2","1","549","0","1","E","1","633094","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591611","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"8.3","2","1","870","0","1","E","1","631781","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591612","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3.6","2","1","691","0","1","E","1","631769","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591613","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4.1","2","1","694","0","1","E","1","631880","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591614","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.2","2","1","588","0","1","E","1","210592","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591615","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.5","2","1","603","0","1","E","1","632972","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591616","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.4","2","1","605","0","1","E","1","210599","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591617","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.7","2","1","628","0","1","E","1","210592","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591619","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.1","2","1","567","0","1","E","1","210591","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591620","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.3","2","1","583","0","1","E","1","632871","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591621","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.9","2","1","643","0","1","E","1","632972","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591622","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"2.9","2","1","636","0","1","E","1","632783","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591624","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"5.7","2","1","754","0","1","E","1","210548","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591626","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"7.5","2","1","849","0","1","E","1","631980","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591627","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"5.6","2","1","765","0","1","E","1","631895","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591628","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"4.1","2","1","725","0","1","E","1","632279","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C591630","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3.2","2","1","648","0","1","E","1","632965","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704862","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"5.6","2","1","775","0","1","E","1","632278","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704863","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"4.3","2","1","765","0","1","E","1","632384","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704864","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3.2","2","1","660","0","1","E","1","632873","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704865","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","5000",,"3.4","2","1","680","0","1","E","1","632391","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704866","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"4.8","2","1","730","0","1","E","1","632284","12",,,,"00021125","1",,,,,,"2.79"
"R","4.1","20180108","CDFO","CDFO","C704867","1","2007","20070623","C","7","25","10","33",,"3","2MS02M114       746","8","0000",,"4.5","2","1","728","0","1","E","1","632581","12",,,,"00021125","1",,,,,,"2.79"
