"TRIP_ID","TRIP_YEAR","EVENT_DATE","STRATUM","BLOCK_DESIGNATION","EVENT_TYPE","EVENT_NUMBER","TOW_NUMBER","DayNight","END_DEPLOYMENT_TIME","BEGIN_RETRIEVAL_TIME","START_LATITUDE","START_LONGITUDE","TARGET_HEADLINE_HEIGHT","MOUTH_OPENING_HEIGHT","AvgOfMOUTH_OPENING_HEIGHT","RBREstNetMouthHeight","OfficialMouthOpeningHeight","SPEED","DOOR_SPREAD","AvgOfDOOR_SPREAD","OfficialDoorspread","OFFICIAL_DISTANCE_TRAVELLED","horizontalOpen_m","AvgOfhorizontalOpen_m1","OfficialMouthOpeningWidth","OfficialVolSwept_m3","OfficialVolumeSwept_km3","USABILITY_CODE","CATCH_ID","SPECIES_CODE","TOTAL_CATCH_COUNT","JUVENILE_CATCH_COUNT","ADULT_CATCH_COUNT","TOTAL_CATCH_WEIGHT","JUVENILE_CATCH_WEIGHT","ADULT_CATCH_WEIGHT","TotalCatchWtCPUE_kg_km3","JuvCatchWtCPUE_kg_km3","JuvCatchCountCPUE_no_km3","JuvCatchCountCPUE_no_km"
123,2017,7/8/2017 10:41:00,505,11668,"midwater tow",3,3,"Night",7/8/2017 22:51:15,7/8/2017 23:11:16,51.21,-127.83,0,13.00,12.84,,13.00,7.90,58.80,63.60,58.80,"1.31209503239741",32.92,35.60,32.91,1039942.74,1.03994274215698e-03,1,9298,"112",1,0,1,5.81,,,5586.84,0.00,0.00,0.00
123,2017,7/8/2017 10:41:00,505,11668,"midwater tow",3,3,"Night",7/8/2017 22:51:15,7/8/2017 23:11:16,51.21,-127.83,0,13.00,12.84,,13.00,7.90,58.80,63.60,58.80,"1.31209503239741",32.92,35.60,32.91,1039942.74,1.03994274215698e-03,1,9297,"096",,,,394.95,,,379780.52,0.00,0.00,0.00
123,2017,7/8/2017 10:41:00,505,11668,"midwater tow",3,3,"Night",7/8/2017 22:51:15,7/8/2017 23:11:16,51.21,-127.83,0,13.00,12.84,,13.00,7.90,58.80,63.60,58.80,"1.31209503239741",32.92,35.60,32.91,1039942.74,1.03994274215698e-03,1,9299,"124",2,0,2,0.35,,,336.55,0.00,0.00,0.00
123,2017,7/9/2017 1:37:00,505,11170,"midwater tow",4,4,"Night",7/9/2017 1:50:47,7/9/2017 2:11:17,51.07,-127.76,0,13.00,12.84,,13.00,7.40,56.00,63.60,56.00,"1.35529157667387",31.39,35.60,31.38,1024255.68,1.02425568008423e-03,1,9307,"112",1,1,0,0.02,0.02,0.00,19.52,19.52,976.31,0.39
123,2017,7/9/2017 1:37:00,505,11170,"midwater tow",4,4,"Night",7/9/2017 1:50:47,7/9/2017 2:11:17,51.07,-127.76,0,13.00,12.84,,13.00,7.40,56.00,63.60,56.00,"1.35529157667387",31.39,35.60,31.38,1024255.68,1.02425568008423e-03,1,9306,"096",,,,2296.14,,,2241764.47,0.00,0.00,0.00
123,2017,7/9/2017 10:29:00,504,10528,"midwater tow",8,8,"Night",7/9/2017 22:40:39,7/9/2017 23:01:11,50.90,-128.70,15,13.00,12.84,,13.00,6.80,64.00,63.60,64.00,"1.21490280777538",35.82,35.60,35.81,1047734.99,1.04773499107361e-03,1,9332,"124",1,0,1,1.00,,,954.43,0.00,0.00,0.00
123,2017,7/9/2017 10:29:00,504,10528,"midwater tow",8,8,"Night",7/9/2017 22:40:39,7/9/2017 23:01:11,50.90,-128.70,15,13.00,12.84,,13.00,6.80,64.00,63.60,64.00,"1.21490280777538",35.82,35.60,35.81,1047734.99,1.04773499107361e-03,1,9331,"112",2,2,0,0.04,0.04,0.00,38.17,38.17,1908.87,0.88
123,2017,7/9/2017 10:29:00,504,10528,"midwater tow",8,8,"Night",7/9/2017 22:40:39,7/9/2017 23:01:11,50.90,-128.70,15,13.00,12.84,,13.00,6.80,64.00,63.60,64.00,"1.21490280777538",35.82,35.60,35.81,1047734.99,1.04773499107361e-03,1,9330,"096",,,,11.45,,,10928.33,0.00,0.00,0.00
123,2017,7/9/2017 15:55:00,504,10657,"midwater tow",5,5,"Day",7/9/2017 16:14:51,7/9/2017 16:35:43,50.93,-128.50,15,13.00,12.84,,13.00,8.00,73.00,63.60,73.00,"1.49568034557235",40.94,35.60,40.93,1474249.35,1.47424935054779e-03,1,9310,"096",,,,3.10,,,2102.76,0.00,0.00,0.00
123,2017,7/9/2017 15:55:00,504,10657,"midwater tow",5,5,"Day",7/9/2017 16:14:51,7/9/2017 16:35:43,50.93,-128.50,15,13.00,12.84,,13.00,8.00,73.00,63.60,73.00,"1.49568034557235",40.94,35.60,40.93,1474249.35,1.47424935054779e-03,1,9312,"115",1,1,0,0.08,0.08,0.00,54.26,54.26,678.31,0.36
123,2017,7/9/2017 15:55:00,504,10657,"midwater tow",5,5,"Day",7/9/2017 16:14:51,7/9/2017 16:35:43,50.93,-128.50,15,13.00,12.84,,13.00,8.00,73.00,63.60,73.00,"1.49568034557235",40.94,35.60,40.93,1474249.35,1.47424935054779e-03,1,9311,"112",2,2,0,0.12,0.12,0.00,81.39,81.39,1356.62,0.72
123,2017,7/9/2017 20:06:00,504,10528,"midwater tow",7,7,"Day",7/9/2017 20:23:16,7/9/2017 20:43:40,50.91,-128.70,15,13.00,12.84,,13.00,7.20,64.00,63.60,64.00,"1.30129589632829",35.82,35.60,35.81,1122240.59,1.12224059043884e-03,1,9326,"112",2,0,2,12.31,,,10969.12,0.00,0.00,0.00
123,2017,7/10/2017 0:52:00,504,10657,"midwater tow",9,9,"Night",7/10/2017 1:11:00,7/10/2017 1:31:45,50.91,-128.49,15,13.00,12.84,,13.00,6.80,73.00,63.60,73.00,"1.25269978401728",40.94,35.60,40.93,1234750.35,1.23475035858154e-03,1,9341,"096",,,,1.25,,,1012.35,0.00,0.00,0.00
123,2017,7/10/2017 0:52:00,504,10657,"midwater tow",9,9,"Night",7/10/2017 1:11:00,7/10/2017 1:31:45,50.91,-128.49,15,13.00,12.84,,13.00,6.80,73.00,63.60,73.00,"1.25269978401728",40.94,35.60,40.93,1234750.35,1.23475035858154e-03,1,9342,"112",2,2,0,0.03,0.03,0.00,24.29,24.29,1619.76,0.86
123,2017,7/10/2017 15:54:00,505,11647,"midwater tow",10,10,"Day",7/10/2017 16:12:49,7/10/2017 16:33:18,51.23,-129.08,0,13.00,12.84,,13.00,8.10,55.00,63.60,55.00,"1.48488120950324",30.70,35.60,30.70,1097525.02,1.09752502727509e-03,1,9350,"112",23,23,0,0.52,0.52,0.00,473.79,473.79,20956.24,8.36
123,2017,7/10/2017 15:54:00,505,11647,"midwater tow",10,10,"Day",7/10/2017 16:12:49,7/10/2017 16:33:18,51.23,-129.08,0,13.00,12.84,,13.00,8.10,55.00,63.60,55.00,"1.48488120950324",30.70,35.60,30.70,1097525.02,1.09752502727509e-03,1,9351,"118",12,12,0,0.29,0.29,0.00,264.23,264.23,10933.69,4.36
123,2017,7/10/2017 15:54:00,505,11647,"midwater tow",10,10,"Day",7/10/2017 16:12:49,7/10/2017 16:33:18,51.23,-129.08,0,13.00,12.84,,13.00,8.10,55.00,63.60,55.00,"1.48488120950324",30.70,35.60,30.70,1097525.02,1.09752502727509e-03,1,9349,"108",2,1,1,1.71,0.05,1.66,1558.05,45.55,911.14,0.36
123,2017,7/10/2017 19:58:00,505,11524,"midwater tow",12,12,"Day",7/10/2017 20:12:23,7/10/2017 20:32:39,51.19,-128.95,15,13.00,12.84,,13.00,7.50,67.70,63.60,67.70,"1.36069114470842",37.87,35.60,37.86,1240621.16,1.24062116500854e-03,1,9370,"112",25,25,0,0.69,0.69,0.00,556.17,556.17,20151.19,9.92
123,2017,7/10/2017 19:58:00,505,11524,"midwater tow",12,12,"Day",7/10/2017 20:12:23,7/10/2017 20:32:39,51.19,-128.95,15,13.00,12.84,,13.00,7.50,67.70,63.60,67.70,"1.36069114470842",37.87,35.60,37.86,1240621.16,1.24062116500854e-03,1,9369,"108",1,1,0,0.01,0.01,0.00,8.06,8.06,806.04,0.39
123,2017,7/10/2017 19:58:00,505,11524,"midwater tow",12,12,"Day",7/10/2017 20:12:23,7/10/2017 20:32:39,51.19,-128.95,15,13.00,12.84,,13.00,7.50,67.70,63.60,67.70,"1.36069114470842",37.87,35.60,37.86,1240621.16,1.24062116500854e-03,1,9368,"096",,,,0.10,,,80.60,0.00,0.00,0.00
123,2017,7/10/2017 21:12:00,505,11399,"midwater tow",13,13,"Night",7/10/2017 21:30:08,7/10/2017 21:50:34,51.15,-128.95,15,13.00,12.84,,13.00,7.20,83.00,63.60,83.00,"1.30129589632829",46.40,35.60,46.40,1453712.04,1.45371204780578e-03,1,9375,"112",4,4,0,0.13,0.13,0.00,89.42,89.42,2751.57,1.65
123,2017,7/10/2017 21:12:00,505,11399,"midwater tow",13,13,"Night",7/10/2017 21:30:08,7/10/2017 21:50:34,51.15,-128.95,15,13.00,12.84,,13.00,7.20,83.00,63.60,83.00,"1.30129589632829",46.40,35.60,46.40,1453712.04,1.45371204780578e-03,1,9376,"118",1,1,0,0.02,0.02,0.00,13.75,13.75,687.89,0.41
123,2017,7/10/2017 23:00:00,505,11399,"midwater tow",14,14,"Night",7/10/2017 23:10:29,7/10/2017 23:30:54,51.13,-128.92,15,12.00,12.84,,12.00,8.10,68.00,63.60,68.00,"1.47948164146868",38.04,35.60,38.04,1250755.23,1.25075523010254e-03,1,9383,"096",,,,0.76,,,607.63,0.00,0.00,0.00
123,2017,7/10/2017 23:00:00,505,11399,"midwater tow",14,14,"Night",7/10/2017 23:10:29,7/10/2017 23:30:54,51.13,-128.92,15,12.00,12.84,,12.00,8.10,68.00,63.60,68.00,"1.47948164146868",38.04,35.60,38.04,1250755.23,1.25075523010254e-03,1,9384,"124",1,1,0,0.19,0.19,0.00,151.90,151.90,799.51,0.36
123,2017,7/11/2017 0:15:00,505,11647,"midwater tow",15,15,"Night",7/11/2017 0:24:44,7/11/2017 0:45:11,51.20,-129.03,0,13.00,12.84,,13.00,9.10,55.00,63.60,55.00,"1.66306695464363",30.70,35.60,30.70,1229228.03,1.2292280305481e-03,1,9392,"096",,,,170.87,,,139005.94,0.00,0.00,0.00
123,2017,7/11/2017 2:14:00,505,11650,"midwater tow",16,16,"Night",7/11/2017 2:32:46,7/11/2017 2:53:10,51.22,-128.89,15,13.00,12.84,,13.00,4.50,73.00,63.60,73.00,"1.414686825054",40.94,35.60,40.93,1394416.35,1.39441635322571e-03,1,9397,"096",,,,53.41,,,38302.76,0.00,0.00,0.00
123,2017,7/11/2017 14:56:00,505,11783,"midwater tow",17,17,"Day",7/11/2017 15:15:29,7/11/2017 15:36:02,51.24,-128.41,15,12.00,12.84,,12.00,7.90,70.00,63.60,70.00,"1.45788336933045",39.23,35.60,39.22,1271051.98,1.27105198516845e-03,1,9402,"118",1,0,1,2.10,,,1652.17,0.00,0.00,0.00
123,2017,7/11/2017 17:26:00,505,11408,"midwater tow",18,18,"Day",7/11/2017 17:43:53,7/11/2017 18:04:17,51.15,-128.42,15,13.00,12.84,,13.00,8.00,70.00,63.60,70.00,"1.30669546436285",39.23,35.60,39.22,1234175.78,1.23417578559875e-03,1,9412,"096",,,,0.07,,,56.71,0.00,0.00,0.00
123,2017,7/11/2017 20:19:00,504,10903,"midwater tow",19,19,"Day",7/11/2017 20:31:40,7/11/2017 20:51:32,51.01,-128.69,0,,12.84,,12.84,7.60,60.00,63.60,60.00,"1.22030237580994",33.60,35.60,33.59,975740.69,9.75740693552706e-04,1,9422,"115",5,5,0,2.85,2.85,0.00,2920.85,2920.85,5124.31,2.21
123,2017,7/11/2017 22:23:00,504,10903,"midwater tow",20,20,"Night",7/11/2017 22:32:55,7/11/2017 22:53:18,50.98,-128.73,0,13.00,12.84,,13.00,8.00,60.00,63.60,60.00,"1.4524838012959",33.60,35.60,33.59,1174991.94,1.17499194664002e-03,1,9431,"096",,,,231.76,,,197243.90,0.00,0.00,0.00
123,2017,7/12/2017 0:32:00,505,11408,"midwater tow",21,21,"Night",7/12/2017 0:47:15,7/12/2017 1:07:38,51.13,-128.45,15,12.00,12.84,,12.00,8.20,73.00,63.60,73.00,"1.46328293736501",40.94,35.60,40.93,1331368.75,1.33136875534058e-03,1,9436,"096",,,,41.67,,,31298.61,0.00,0.00,0.00
123,2017,7/12/2017 2:05:00,505,11783,"midwater tow",22,22,"Night",7/12/2017 2:15:15,7/12/2017 2:35:26,51.24,-128.42,15,12.00,12.84,,12.00,8.00,73.00,63.60,73.00,"1.42548596112311",40.94,35.60,40.93,1296979.15,1.29697915649414e-03,1,9446,"096",,,,77.00,,,59368.72,0.00,0.00,0.00
123,2017,7/12/2017 20:16:00,504,10524,"midwater tow",25,25,"Day",7/12/2017 20:25:43,7/12/2017 20:43:01,50.88,-128.95,15,13.00,12.84,,13.00,7.70,73.00,63.60,73.00,"1.15550755939525",40.94,35.60,40.93,1138950.76,1.13895076179505e-03,1,9466,"118",1,1,0,0.02,0.02,0.00,17.56,17.56,878.00,0.46
123,2017,7/12/2017 22:17:00,504,10524,"midwater tow",26,26,"Night",7/12/2017 22:37:35,7/12/2017 22:57:57,50.89,-128.93,15,13.00,12.84,,13.00,9.30,73.00,63.60,73.00,"1.68640079229543",40.94,35.60,40.93,1662237.04,1.66223704160091e-03,1,9475,"096",,,,0.22,,,132.35,0.00,0.00,0.00
123,2017,7/13/2017 0:53:00,507,10269,"midwater tow",27,27,"Night",7/13/2017 1:46:16,7/13/2017 2:06:41,50.83,-129.21,0,13.00,12.84,,13.00,7.30,55.00,63.60,55.00,"1.33369330453564",30.70,35.60,30.70,985777.02,9.85777024497988e-04,1,9482,"112",1,0,1,5.38,,,5457.62,0.00,0.00,0.00
123,2017,7/13/2017 0:53:00,507,10269,"midwater tow",27,27,"Night",7/13/2017 1:46:16,7/13/2017 2:06:41,50.83,-129.21,0,13.00,12.84,,13.00,7.30,55.00,63.60,55.00,"1.33369330453564",30.70,35.60,30.70,985777.02,9.85777024497988e-04,1,9481,"096",,,,13.89,,,14090.40,0.00,0.00,0.00
123,2017,7/13/2017 16:04:00,504,10405,"midwater tow",29,29,"Day",7/13/2017 16:09:08,7/13/2017 16:29:57,50.84,-128.58,0,13.00,12.84,,13.00,7.40,55.00,63.60,55.00,"1.38768898488121",30.70,35.60,30.70,1025687.02,1.02568702548981e-03,1,9498,"115",1,0,1,2.56,,,2495.88,0.00,0.00,0.00
123,2017,7/13/2017 16:04:00,504,10405,"midwater tow",29,29,"Day",7/13/2017 16:09:08,7/13/2017 16:29:57,50.84,-128.58,0,13.00,12.84,,13.00,7.40,55.00,63.60,55.00,"1.38768898488121",30.70,35.60,30.70,1025687.02,1.02568702548981e-03,1,9496,"096",,,,0.93,,,906.70,0.00,0.00,0.00
123,2017,7/13/2017 16:04:00,504,10405,"midwater tow",29,29,"Day",7/13/2017 16:09:08,7/13/2017 16:29:57,50.84,-128.58,0,13.00,12.84,,13.00,7.40,55.00,63.60,55.00,"1.38768898488121",30.70,35.60,30.70,1025687.02,1.02568702548981e-03,1,9497,"112",1,0,1,7.18,,,7000.18,0.00,0.00,0.00
123,2017,7/13/2017 17:44:00,506,10277,"midwater tow",30,30,"Day",7/13/2017 17:52:36,7/13/2017 18:13:04,50.83,-128.75,0,13.00,12.84,,13.00,9.30,59.00,63.60,59.00,"1.70086393088553",33.09,35.60,33.09,1355035.50,1.35503550624847e-03,1,9507,"124",1,0,1,0.77,,,568.25,0.00,0.00,0.00
123,2017,7/13/2017 22:07:00,507,9901,"midwater tow",32,32,"Night",7/13/2017 22:26:52,7/13/2017 22:47:20,50.72,-128.82,15,12.00,12.84,,12.00,7.60,77.00,63.60,77.00,"1.37149028077754",43.16,35.60,43.15,1315516.79,1.31551679534912e-03,1,9520,"096",,,,275.95,,,209765.47,0.00,0.00,0.00
123,2017,7/13/2017 23:55:00,506,10277,"midwater tow",33,33,"Night",7/14/2017 0:03:30,7/14/2017 0:23:53,50.81,-128.79,0,13.00,12.84,,13.00,9.50,59.00,63.60,59.00,"1.74406047516199",33.09,35.60,33.09,1389449.10,1.38944910640717e-03,1,9522,"096",,,,922.06,,,663615.52,0.00,0.00,0.00
123,2017,7/14/2017 1:29:00,504,10405,"midwater tow",34,34,"Night",7/14/2017 1:37:54,7/14/2017 1:58:44,50.84,-128.62,0,13.00,12.84,,13.00,7.70,59.00,63.60,59.00,"1.34989200863931",33.09,35.60,33.09,1075425.00,1.07542500495911e-03,1,9526,"096",,,,112.38,,,104498.22,0.00,0.00,0.00
123,2017,7/14/2017 1:29:00,504,10405,"midwater tow",34,34,"Night",7/14/2017 1:37:54,7/14/2017 1:58:44,50.84,-128.62,0,13.00,12.84,,13.00,7.70,59.00,63.60,59.00,"1.34989200863931",33.09,35.60,33.09,1075425.00,1.07542500495911e-03,1,9530,"118",2,0,2,5.79,,,5383.91,0.00,0.00,0.00
123,2017,7/14/2017 1:29:00,504,10405,"midwater tow",34,34,"Night",7/14/2017 1:37:54,7/14/2017 1:58:44,50.84,-128.62,0,13.00,12.84,,13.00,7.70,59.00,63.60,59.00,"1.34989200863931",33.09,35.60,33.09,1075425.00,1.07542500495911e-03,1,9529,"115",1,0,1,3.36,,,3124.34,0.00,0.00,0.00
123,2017,7/14/2017 1:29:00,504,10405,"midwater tow",34,34,"Night",7/14/2017 1:37:54,7/14/2017 1:58:44,50.84,-128.62,0,13.00,12.84,,13.00,7.70,59.00,63.60,59.00,"1.34989200863931",33.09,35.60,33.09,1075425.00,1.07542500495911e-03,1,9528,"112",2,0,2,1.80,,,1673.75,0.00,0.00,0.00
123,2017,7/14/2017 1:29:00,504,10405,"midwater tow",34,34,"Night",7/14/2017 1:37:54,7/14/2017 1:58:44,50.84,-128.62,0,13.00,12.84,,13.00,7.70,59.00,63.60,59.00,"1.34989200863931",33.09,35.60,33.09,1075425.00,1.07542500495911e-03,1,9527,"108",7,0,7,13.30,,,12367.20,0.00,0.00,0.00
123,2017,7/14/2017 15:45:00,507,9035,"midwater tow",35,35,"Day",7/14/2017 16:04:44,7/14/2017 16:25:08,50.44,-128.31,15,12.00,12.84,,12.00,7.70,59.00,63.60,59.00,"1.39848812095032",33.09,35.60,33.09,1028437.20,1.02843720474243e-03,1,9539,"118",1,0,1,2.36,,,2294.74,0.00,0.00,0.00
123,2017,7/14/2017 17:34:00,507,9283,"midwater tow",36,36,"Day",7/14/2017 17:44:21,7/14/2017 18:04:44,50.52,-128.41,0,13.00,12.84,,13.00,8.00,59.00,63.60,59.00,"1.46868250539957",33.09,35.60,33.09,1170062.40,1.17006240539551e-03,1,9546,"115",3,1,2,5.03,0.23,4.80,4298.91,196.57,854.65,0.36
123,2017,7/14/2017 19:12:00,507,9281,"midwater tow",37,37,"Day",7/14/2017 19:28:21,7/14/2017 19:48:37,50.52,-128.53,0,13.00,12.84,,13.00,8.00,59.00,63.60,59.00,"1.44168466522678",33.09,35.60,33.09,1148553.90,1.14855390529632e-03,1,9550,"115",1,0,1,2.74,,,2385.60,0.00,0.00,0.00
123,2017,7/14/2017 19:12:00,507,9281,"midwater tow",37,37,"Day",7/14/2017 19:28:21,7/14/2017 19:48:37,50.52,-128.53,0,13.00,12.84,,13.00,8.00,59.00,63.60,59.00,"1.44168466522678",33.09,35.60,33.09,1148553.90,1.14855390529632e-03,1,9549,"096",,,,0.12,,,104.47,0.00,0.00,0.00
123,2017,7/14/2017 21:52:00,507,9281,"midwater tow",38,38,"Night",7/14/2017 22:06:59,7/14/2017 22:27:37,50.54,-128.56,0,13.00,12.84,,13.00,8.30,65.00,63.60,65.00,"1.54427645788337",36.33,35.60,36.33,1350749.46,1.35074946807861e-03,1,9558,"115",1,0,1,3.03,,,2243.19,0.00,0.00,0.00
123,2017,7/14/2017 21:52:00,507,9281,"midwater tow",38,38,"Night",7/14/2017 22:06:59,7/14/2017 22:27:37,50.54,-128.56,0,13.00,12.84,,13.00,8.30,65.00,63.60,65.00,"1.54427645788337",36.33,35.60,36.33,1350749.46,1.35074946807861e-03,1,9557,"112",1,0,1,4.96,,,3672.03,0.00,0.00,0.00
123,2017,7/14/2017 21:52:00,507,9281,"midwater tow",38,38,"Night",7/14/2017 22:06:59,7/14/2017 22:27:37,50.54,-128.56,0,13.00,12.84,,13.00,8.30,65.00,63.60,65.00,"1.54427645788337",36.33,35.60,36.33,1350749.46,1.35074946807861e-03,1,9556,"096",,,,23.91,,,17701.28,0.00,0.00,0.00
123,2017,7/14/2017 23:03:00,507,9281,"midwater tow",39,39,"Night",7/14/2017 23:13:13,7/14/2017 23:35:03,50.54,-128.45,0,13.00,12.84,,13.00,7.90,59.00,63.60,59.00,"1.53887688984881",33.09,35.60,33.09,1225984.50,1.22598450565338e-03,1,9564,"096",,,,1500.00,,,1223506.49,0.00,0.00,0.00
123,2017,7/15/2017 0:51:00,507,9035,"midwater tow",40,40,"Night",7/15/2017 1:05:08,7/15/2017 1:25:32,50.47,-128.34,15,13.00,12.84,,13.00,8.20,68.00,63.60,68.00,"1.50107991360691",38.04,35.60,38.04,1374765.63,1.37476563308716e-03,1,9566,"112",57,0,57,30.50,,,22185.59,0.00,0.00,0.00
123,2017,7/15/2017 0:51:00,507,9035,"midwater tow",40,40,"Night",7/15/2017 1:05:08,7/15/2017 1:25:32,50.47,-128.34,15,13.00,12.84,,13.00,8.20,68.00,63.60,68.00,"1.50107991360691",38.04,35.60,38.04,1374765.63,1.37476563308716e-03,1,9565,"096",,,,662.25,,,481718.47,0.00,0.00,0.00
123,2017,7/15/2017 16:20:00,507,8413,"midwater tow",41,41,"Day",7/15/2017 16:37:37,7/15/2017 16:58:15,50.26,-128.13,15,12.00,12.84,,12.00,8.40,73.00,63.60,73.00,"1.54967602591793",40.94,35.60,40.93,1409973.55,1.40997355270386e-03,1,9570,"124",1,1,0,0.40,0.40,0.00,283.69,283.69,709.23,0.34
123,2017,7/15/2017 19:35:00,506,8042,"midwater tow",42,42,"Day",7/15/2017 19:42:58,7/15/2017 20:03:27,50.16,-127.93,0,13.00,12.84,,13.00,8.00,55.00,63.60,55.00,"1.45788336933045",30.70,35.60,30.70,1077570.02,1.07757002677917e-03,1,9581,"115",7,7,0,1.04,1.04,0.00,965.13,965.13,6496.09,2.59
123,2017,7/15/2017 19:35:00,506,8042,"midwater tow",42,42,"Day",7/15/2017 19:42:58,7/15/2017 20:03:27,50.16,-127.93,0,13.00,12.84,,13.00,8.00,55.00,63.60,55.00,"1.45788336933045",30.70,35.60,30.70,1077570.02,1.07757002677917e-03,1,9580,"112",84,84,0,4.15,4.15,0.00,3851.25,3851.25,77953.17,31.11
123,2017,7/15/2017 19:35:00,506,8042,"midwater tow",42,42,"Day",7/15/2017 19:42:58,7/15/2017 20:03:27,50.16,-127.93,0,13.00,12.84,,13.00,8.00,55.00,63.60,55.00,"1.45788336933045",30.70,35.60,30.70,1077570.02,1.07757002677917e-03,1,9579,"108",1,0,1,1.78,,,1651.86,0.00,0.00,0.00
