EVENT,STATION,Year,Month,Day,START_LAT,START_LONG,END_LAT,END_LONG,DISTANCE,DUR,FISH_NUMBER,DATE_CAPTURED,SPECIES,SHIP_FL,SHIP_WT,CWT_AGE,FIN_CLIP,COMMENTS,BATCH-DNA_NUMBER,STOCK_1,REGION_CODE_1,REGION_1,HSS_REGION_1,PROB_1,TOTAL_LOCI,COMMENT
39,VI02,2006,MAR,4,49.508,-126.842,49.546,-126.871,2.55,0.5,HS200609-VI02-124-016,"Saturday, March 04, 2006",CHINOOK,790,5920,,,,,,,,,,,
42,VI03,2006,MAR,4,49.575,-126.924,49.615,-126.944,2.52,0.5,HS200609-VI03-124-001,"Saturday, March 04, 2006",CHINOOK,660,3700,,,,,,,,,,,
45,VI04,2006,MAR,4,49.754,-127.153,49.73,-127.124,1.83,0.5,HS200609-VI04-124-005,"Saturday, March 04, 2006",CHINOOK,913,8800,,AD,,,,,,,,,
48,VI05,2006,MAR,4,49.711,-127.069,49.69,-127.027,2.06,0.5,HS200609-VI05-124-002,"Saturday, March 04, 2006",CHINOOK,574,2165,,,,,,,,,,,
82,VI08,2006,MAR,6,49.91,-127.355,49.884,-127.402,2.4,0.5,HS200609-VI08-124-003,"Monday, March 06, 2006",CHINOOK,656,3460,,AD,,,,,,,,,
82,VI08,2006,MAR,6,49.91,-127.355,49.884,-127.402,2.4,0.5,HS200609-VI08-124-004,"Monday, March 06, 2006",CHINOOK,735,5570,,,,,,,,,,,
357,VI12,2006,MAR,24,50.215,-128.061,50.177,-128.05,2.32,0.5,HS200609-VI12-124-001,"Friday, March 24, 2006",CHINOOK,301,316,,,,19-0393,MARIA_SLOUGH,13,LWFR-SU,FRASER,0.9999,12,
363,VI14,2006,MAR,24,50.051,-127.844,50.029,-127.798,2.21,0.5,HS200609-VI14-124-001,"Friday, March 24, 2006",CHINOOK,725,5162,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-003,"Tuesday, June 27, 2006",CHINOOK,336,523,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-004,"Tuesday, June 27, 2006",CHINOOK,613,3980,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-005,"Tuesday, June 27, 2006",CHINOOK,545,2281,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-006,"Tuesday, June 27, 2006",CHINOOK,647,3394,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-007,"Tuesday, June 27, 2006",CHINOOK,394,886,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-008,"Tuesday, June 27, 2006",CHINOOK,559,2216,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-009,"Tuesday, June 27, 2006",CHINOOK,620,3136,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-010,"Tuesday, June 27, 2006",CHINOOK,795,8170,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-011,"Tuesday, June 27, 2006",CHINOOK,623,3608,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-012,"Tuesday, June 27, 2006",CHINOOK,727,5890,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-013,"Tuesday, June 27, 2006",CHINOOK,558,2323,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-014,"Tuesday, June 27, 2006",CHINOOK,565,2652,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-015,"Tuesday, June 27, 2006",CHINOOK,488,1699,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-016,"Tuesday, June 27, 2006",CHINOOK,597,2941,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-017,"Tuesday, June 27, 2006",CHINOOK,458,1295,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-018,"Tuesday, June 27, 2006",CHINOOK,417,957,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-019,"Tuesday, June 27, 2006",CHINOOK,370,736,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-020,"Tuesday, June 27, 2006",CHINOOK,415,984,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-021,"Tuesday, June 27, 2006",CHINOOK,405,941,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-022,"Tuesday, June 27, 2006",CHINOOK,561,2304,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-023,"Tuesday, June 27, 2006",CHINOOK,377,689,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-024,"Tuesday, June 27, 2006",CHINOOK,341,607,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-025,"Tuesday, June 27, 2006",CHINOOK,396,852,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-026,"Tuesday, June 27, 2006",CHINOOK,340,626,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-027,"Tuesday, June 27, 2006",CHINOOK,354,642,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-028,"Tuesday, June 27, 2006",CHINOOK,370,775,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-029,"Tuesday, June 27, 2006",CHINOOK,512,1987,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-030,"Tuesday, June 27, 2006",CHINOOK,351,646,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-031,"Tuesday, June 27, 2006",CHINOOK,354,619,,,,,,,,,,,
123,DX02,2006,JUN,27,54.326,-131.896,54.357,-131.967,3.1,0.5,HS200622-DX02-124-032,"Tuesday, June 27, 2006",CHINOOK,380,780,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-001,"Tuesday, June 27, 2006",CHINOOK,365,640,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-002,"Tuesday, June 27, 2006",CHINOOK,690,5286,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-003,"Tuesday, June 27, 2006",CHINOOK,840,8580,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-004,"Tuesday, June 27, 2006",CHINOOK,520,1841,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-005,"Tuesday, June 27, 2006",CHINOOK,364,609,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-006,"Tuesday, June 27, 2006",CHINOOK,483,1590,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-007,"Tuesday, June 27, 2006",CHINOOK,388,785,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-008,"Tuesday, June 27, 2006",CHINOOK,335,555,,,,,,,,,,,
126,DX03,2006,JUN,27,54.398,-132.049,54.425,-132.109,2.65,0.5,HS200622-DX03-124-009,"Tuesday, June 27, 2006",CHINOOK,722,6310,,,,,,,,,,,
129,DX04,2006,JUN,27,54.459,-132.202,54.47,-132.222,0.96,0.25,HS200622-DX04-124-001,"Tuesday, June 27, 2006",CHINOOK,455,1322,,,,,,,,,,,
132,DX05,2006,JUN,27,54.53,-132.382,54.541,-132.405,1.04,0.25,HS200622-DX05-124-002,"Tuesday, June 27, 2006",CHINOOK,830,8340,,,,,,,,,,,
132,DX05,2006,JUN,27,54.53,-132.382,54.541,-132.405,1.04,0.25,HS200622-DX05-124-003,"Tuesday, June 27, 2006",CHINOOK,820,7890,,,,,,,,,,,
132,DX05,2006,JUN,27,54.53,-132.382,54.541,-132.405,1.04,0.25,HS200622-DX05-124-004,"Tuesday, June 27, 2006",CHINOOK,725,5916,,,,,,,,,,,
40,EP01,2006,JUN,23,49.341,-126.552,49.313,-126.597,2.43,0.5,HS200622-EP01-124-018,"Friday, June 23, 2006",CHINOOK,348,538,,,,,,,,,,,
43,EP02,2006,JUN,23,49.306,-126.625,49.278,-126.675,2.58,0.5,HS200622-EP02-124-022,"Friday, June 23, 2006",CHINOOK,700,4598,,AD,,,,,,,,,
43,EP02,2006,JUN,23,49.306,-126.625,49.278,-126.675,2.58,0.5,HS200622-EP02-124-023,"Friday, June 23, 2006",CHINOOK,881,9830,,,,,,,,,,,
43,EP02,2006,JUN,23,49.306,-126.625,49.278,-126.675,2.58,0.5,HS200622-EP02-124-024,"Friday, June 23, 2006",CHINOOK,782,6700,,,,,,,,,,,
141,FI02,2006,JUN,28,54.787,-133.157,54.773,-133.232,2.73,0.5,HS200622-FI02-124-001,"Wednesday, June 28, 2006",CHINOOK,343,558,,,,19-0556,GREEN@KENDAL_F,50,PUGET SOUND,PUGET SOUND,0.6109,12,
141,FI02,2006,JUN,28,54.787,-133.157,54.773,-133.232,2.73,0.5,HS200622-FI02-124-002,"Wednesday, June 28, 2006",CHINOOK,668,4408,,,,19-0557,BEAR,19,SKEENA UPPER,SKEENA,0.6358,15,
147,FI03,2006,JUN,28,54.765,-133.351,54.756,-133.42,2.45,0.5,HS200622-FI03-124-001,"Wednesday, June 28, 2006",CHINOOK,373,655,,,,19-0565,HANFORD_REACH,55,UPPER COLUMBIA-SU/F,COLUMBIA-SNAKE,0.8279,12,
147,FI03,2006,JUN,28,54.765,-133.351,54.756,-133.42,2.45,0.5,HS200622-FI03-124-002,"Wednesday, June 28, 2006",CHINOOK,772,6270,,,,19-0566,LITTLE,5,SOTH,FRASER,0.9624,15,
150,FI04,2006,JUN,28,54.744,-133.461,54.725,-133.506,1.93,0.5,HS200622-FI04-124-001,"Wednesday, June 28, 2006",CHINOOK,342,546,,,,19-0567,L_THOMPSON,5,SOTH,FRASER,0.3621,12,
9,JF03,2006,JUN,21,48.387,-124.064,48.398,-124.106,1.8,0.5,HS200622-JF03-124-001,"Wednesday, June 21, 2006",CHINOOK,322,422,,AD,,19-0413,LITTLE,5,SOTH,FRASER,0.5184,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-001,"Wednesday, June 21, 2006",CHINOOK,395,761,0.1,AD,,19-0415,LITTLECAMPBELL,50,PUGET SOUND,PUGET SOUND,0.5853,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-002,"Wednesday, June 21, 2006",CHINOOK,410,926,0.1,,,19-0416,LITTLECAMPBELL,50,PUGET SOUND,PUGET SOUND,0.6729,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-003,"Wednesday, June 21, 2006",CHINOOK,400,770,,,,19-0417,HANFORD_REACH,55,UPPER COLUMBIA-SU/F,COLUMBIA-SNAKE,0.3754,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-004,"Wednesday, June 21, 2006",CHINOOK,321,408,,,,19-0418,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.9137,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-005,"Wednesday, June 21, 2006",CHINOOK,365,643,,,,19-0419,CHILLIWAC@STAV,3,LWFR-F,FRASER,0.9797,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-006,"Wednesday, June 21, 2006",CHINOOK,341,529,,AD,,19-0420,HANFORD_REACH,55,UPPER COLUMBIA-SU/F,COLUMBIA-SNAKE,0.4756,11,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-007,"Wednesday, June 21, 2006",CHINOOK,407,881,,AD,,19-0421,LITTLECAMPBELL,50,PUGET SOUND,PUGET SOUND,0.8054,12,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-008,"Wednesday, June 21, 2006",CHINOOK,374,666,1.0,AD,,19-0422,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.9312,11,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-009,"Wednesday, June 21, 2006",CHINOOK,385,684,,AD,,19-0423,KWINAMASS,10,NOMN,BC NORTH COAST,0.4704,11,
15,JF05,2006,JUN,21,48.5,-124.499,48.515,-124.553,2.33,0.5,HS200622-JF05-124-010,"Wednesday, June 21, 2006",CHINOOK,344,514,,,,19-0424,SILMILKAMEEN_S,55,UPPER COLUMBIA-SU/F,COLUMBIA-SNAKE,0.519,12,
163,QCI01,2006,JUN,29,53.922,-133.378,53.9,-133.331,2.12,0.5,HS200622-QCI01-124-001,"Thursday, June 29, 2006",CHINOOK,397,788,,,,19-0568,SPRING_CR_H,62,MID COLUMBIA-SP,COLUMBIA-SNAKE,0.8811,12,
166,QCI02,2006,JUN,29,53.822,-133.216,53.782,-133.192,2.55,0.5,HS200622-QCI02-124-002,"Thursday, June 29, 2006",CHINOOK,853,7360,,,,19-0570,SANDY,63,UPPER WILLAMETTE,COLUMBIA-SNAKE,0.4663,12,
166,QCI02,2006,JUN,29,53.822,-133.216,53.782,-133.192,2.55,0.5,HS200622-QCI02-124-003,"Thursday, June 29, 2006",CHINOOK,560,1915,,,,19-0571,HANFORD_REACH,55,UPPER COLUMBIA-SU/F,COLUMBIA-SNAKE,0.7091,12,
166,QCI02,2006,JUN,29,53.822,-133.216,53.782,-133.192,2.55,0.5,HS200622-QCI02-124-004,"Thursday, June 29, 2006",CHINOOK,378,683,,,,19-0572,LITTLE,5,SOTH,FRASER,0.56,11,
169,QCI03,2006,JUN,29,53.708,-133.097,53.666,-133.083,2.57,0.5,HS200622-QCI03-124-001,"Thursday, June 29, 2006",CHINOOK,366,690,,,,19-0573,LITTLECAMPBELL,50,PUGET SOUND,PUGET SOUND,0.6604,12,
169,QCI03,2006,JUN,29,53.708,-133.097,53.666,-133.083,2.57,0.5,HS200622-QCI03-124-002,"Thursday, June 29, 2006",CHINOOK,805,6880,,,,,,,,,,,
172,QCI04,2006,JUN,29,53.551,-133.056,53.511,-133.015,2.81,0.5,HS200622-QCI04-124-001,"Thursday, June 29, 2006",CHINOOK,380,709,,,,19-0575,SIUSLAW,58,NORTH & CENTRAL O,OREGON NORTH & CENTRAL,0.4471,12,
178,QCI06,2006,JUN,29,53.282,-132.792,53.244,-132.756,2.62,0.5,HS200622-QCI06-124-001,"Thursday, June 29, 2006",CHINOOK,344,540,,,,19-0576,SOLDUC_F,52,COASTAL WASH,WASHINGTON COAST,0.4045,12,
138,SEA01,2006,JUN,27,54.622,-132.75,54.631,-132.78,1.17,0.25,HS200622-SEA01-124-004,"Tuesday, June 27, 2006",CHINOOK,340,550,,,,,,,,,,,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-001,"Wednesday, June 21, 2006",CHINOOK,374,662,0.1,AD,,19-0425,GREEN@KENDAL_F,50,PUGET SOUND,PUGET SOUND,0.5547,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-002,"Wednesday, June 21, 2006",CHINOOK,364,638,,,,19-0426,CHILLIWAC@STAV,3,LWFR-F,FRASER,0.9751,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-003,"Wednesday, June 21, 2006",CHINOOK,335,488,,AD,,19-0427,GREEN@KENDAL_F,50,PUGET SOUND,PUGET SOUND,0.4764,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-004,"Wednesday, June 21, 2006",CHINOOK,350,507,,,,19-0428,GREEN@KENDAL_F,50,PUGET SOUND,PUGET SOUND,0.264,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-005,"Wednesday, June 21, 2006",CHINOOK,400,884,,AD,,19-0429,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.8966,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-006,"Wednesday, June 21, 2006",CHINOOK,350,524,,,,19-0430,SPRING_CR_H,62,MID COLUMBIA-SP,COLUMBIA-SNAKE,0.8455,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-007,"Wednesday, June 21, 2006",CHINOOK,425,969,,,,19-0431,CHILLIWAC@STAV,3,LWFR-F,FRASER,0.6646,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-008,"Wednesday, June 21, 2006",CHINOOK,332,487,,,,19-0432,COWLITZ_H_SP,53,LOWER COLUMBIA,COLUMBIA-SNAKE,0.638,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-009,"Wednesday, June 21, 2006",CHINOOK,320,398,,AD,,19-0433,SKYKOMISH_SU,50,PUGET SOUND,PUGET SOUND,0.6127,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-010,"Wednesday, June 21, 2006",CHINOOK,342,529,,,,19-0434,NACHES_SP,62,MID COLUMBIA-SP,COLUMBIA-SNAKE,0.818,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-011,"Wednesday, June 21, 2006",CHINOOK,405,862,,AD,,19-0435,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.786,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-012,"Wednesday, June 21, 2006",CHINOOK,329,411,,,,19-0436,COWICHAN,7,ECVI,ECVI,0.5091,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-013,"Wednesday, June 21, 2006",CHINOOK,390,774,0.1,,,19-0437,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.5029,12,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-014,"Wednesday, June 21, 2006",CHINOOK,373,645,,AD,,19-0438,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.4234,9,
18,VI01,2006,JUN,21,48.597,-124.818,48.598,-124.876,2.3,0.5,HS200622-VI01-124-015,"Wednesday, June 21, 2006",CHINOOK,402,790,,,,19-0439,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.9447,8,
21,VI02,2006,JUN,22,48.8,-125.43,48.766,-125.467,2.51,0.5,HS200622-VI02-124-005,"Thursday, June 22, 2006",CHINOOK,624,2817,,,,19-0444,HARRISON,3,LWFR-F,FRASER,0.938,14,
21,VI02,2006,JUN,22,48.8,-125.43,48.766,-125.467,2.51,0.5,HS200622-VI02-124-006,"Thursday, June 22, 2006",CHINOOK,695,4074,1.2,AD,,19-0445,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.8666,12,
24,VI03,2006,JUN,22,48.66,-125.578,48.631,-125.622,2.47,0.5,HS200622-VI03-124-001,"Thursday, June 22, 2006",CHINOOK,720,5000,,AD,,19-0446,GREEN_F@SOOS,50,PUGET SOUND,PUGET SOUND,0.8002,15,
24,VI03,2006,JUN,22,48.66,-125.578,48.631,-125.622,2.47,0.5,HS200622-VI03-124-002,"Thursday, June 22, 2006",CHINOOK,705,5300,,,,19-0447,GREEN_F@SOOS,50,PUGET SOUND,PUGET SOUND,0.8,15,
24,VI03,2006,JUN,22,48.66,-125.578,48.631,-125.622,2.47,0.5,HS200622-VI03-124-003,"Thursday, June 22, 2006",CHINOOK,590,2600,,AD,,19-0448,NOOKSACK_SP@KE,50,PUGET SOUND,PUGET SOUND,1,15,
27,VI04,2006,JUN,22,48.58,-125.739,48.565,-125.757,1.15,0.25,HS200622-VI04-124-001,"Thursday, June 22, 2006",CHINOOK,628,3324,,,,19-0449,GREEN_F@SOOS,50,PUGET SOUND,PUGET SOUND,0.5352,15,
27,VI04,2006,JUN,22,48.58,-125.739,48.565,-125.757,1.15,0.25,HS200622-VI04-124-002,"Thursday, June 22, 2006",CHINOOK,613,3018,,,,19-0450,HARRISON,3,LWFR-F,FRASER,0.9706,15,
62,VI08,2006,JUN,24,50.42,-127.995,50.391,-128.044,2.56,0.5,HS200622-VI08-124-002,"Saturday, June 24, 2006",CHINOOK,326,430,,,,19-0515,COWEEMAN,53,LOWER COLUMBIA,COLUMBIA-SNAKE,0.4667,12,
62,VI08,2006,JUN,24,50.42,-127.995,50.391,-128.044,2.56,0.5,HS200622-VI08-124-003,"Saturday, June 24, 2006",CHINOOK,340,486,,AD,,19-0516,KWINAMASS,10,NOMN,BC NORTH COAST,0.4386,12,
62,VI08,2006,JUN,24,50.42,-127.995,50.391,-128.044,2.56,0.5,HS200622-VI08-124-004,"Saturday, June 24, 2006",CHINOOK,397,761,,AD,,19-0517,GREEN@KENDAL_F,50,PUGET SOUND,PUGET SOUND,0.5896,12,
62,VI08,2006,JUN,24,50.42,-127.995,50.391,-128.044,2.56,0.5,HS200622-VI08-124-005,"Saturday, June 24, 2006",CHINOOK,362,616,,AD,,19-0518,KWINAMASS,10,NOMN,BC NORTH COAST,0.5344,10,
62,VI08,2006,JUN,24,50.42,-127.995,50.391,-128.044,2.56,0.5,HS200622-VI08-124-006,"Saturday, June 24, 2006",CHINOOK,350,543,,,,19-0519,LITTLECAMPBELL,50,PUGET SOUND,PUGET SOUND,0.7768,12,
65,VI09,2006,JUN,24,50.351,-128.11,50.323,-128.156,2.44,0.5,HS200622-VI09-124-003,"Saturday, June 24, 2006",CHINOOK,846,7810,,,,19-0522,HANFORD_REACH,55,UPPER COLUMBIA-SU/F,COLUMBIA-SNAKE,0.2536,15,
71,VI11,2006,JUN,24,50.437,-128.102,50.456,-128.152,2.23,0.5,HS200622-VI11-124-002,"Saturday, June 24, 2006",CHINOOK,857,10160,,,,19-0524,CONUMA,8,WCVI,WCVI,0.4514,15,
71,VI11,2006,JUN,24,50.437,-128.102,50.456,-128.152,2.23,0.5,HS200622-VI11-124-003,"Saturday, June 24, 2006",CHINOOK,788,7650,,,,19-0525,SKAGIT_SU,50,PUGET SOUND,PUGET SOUND,0.9608,15,
71,VI11,2006,JUN,24,50.437,-128.102,50.456,-128.152,2.23,0.5,HS200622-VI11-124-004,"Saturday, June 24, 2006",CHINOOK,688,5190,,AD,,19-0526,GREEN_F@SOOS,50,PUGET SOUND,PUGET SOUND,0.854,14,
71,VI11,2006,JUN,24,50.437,-128.102,50.456,-128.152,2.23,0.5,HS200622-VI11-124-005,"Saturday, June 24, 2006",CHINOOK,879,9920,,,,19-0527,,,,,,7,NUMBER OF MISSING LOCI EXCEEDED
74,VI12,2006,JUN,24,50.524,-128.268,50.555,-128.3,2.23,0.5,HS200622-VI12-124-006,"Saturday, June 24, 2006",CHINOOK,898,10420,,,,19-0532,,,,,,4,NUMBER OF MISSING LOCI EXCEEDED
191,FI01,2006,NOV,23,54.794,-133.073,54.784,-133.151,2.77,0.5,HS200631-FI01-124-001,"Thursday, November 23, 2006",CHINOOK,349,543,,AD,,,,,,,,,
191,FI01,2006,NOV,23,54.794,-133.073,54.784,-133.151,2.77,0.5,HS200631-FI01-124-002,"Thursday, November 23, 2006",CHINOOK,379,700,,AD,,,,,,,,,
158,IBC02,2006,NOV,21,54.762,-130.351,54.788,-130.309,2.13,0.5,HS200631-IBC02-124-001,"Tuesday, November 21, 2006",CHINOOK,321,410,,,,19-1254,ECSTALL,23,SKEENA LOWER,SKEENA,0.9974,12,
161,IBC03,2006,NOV,21,54.832,-130.232,54.864,-130.2,2.22,0.5,HS200631-IBC03-124-001,"Tuesday, November 21, 2006",CHINOOK,306,349,,,,19-1255,CRIPPLE_CR,25,UNUK RIVER,SE ALASKA,0.9727,12,
308,IBC07,2006,NOV,30,52.159,-127.866,52.128,-127.879,1.92,0.5,HS200631-IBC07-124-001,"Thursday, November 30, 2006",CHINOOK,323,449,,,,19-1422,L_THOMPSON,5,SOTH,FRASER,0.4191,12,
308,IBC07,2006,NOV,30,52.159,-127.866,52.128,-127.879,1.92,0.5,HS200631-IBC07-124-002,"Thursday, November 30, 2006",CHINOOK,318,363,,,,19-1423,U_ATNARKO,10,NOMN,BC NORTH COAST,0.457,12,
173,ISEA01,2006,NOV,22,55.321,-130.917,55.351,-130.912,1.81,0.5,HS200631-ISEA01-124-002,"Wednesday, November 22, 2006",CHINOOK,334,485,,,,,,,,,,,
233,ISEA07,2006,NOV,25,56.402,-133.628,56.394,-133.574,1.86,0.5,HS200631-ISEA07-124-010,"Saturday, November 25, 2006",CHINOOK,793,7370,,,,,,,,,,,
236,ISEA08,2006,NOV,25,56.376,-133.441,56.37,-133.374,2.26,0.5,HS200631-ISEA08-124-001,"Saturday, November 25, 2006",CHINOOK,314,385,,,,19-1290,CRIPPLE_CR,25,UNUK RIVER,SE ALASKA,0.3263,12,
236,ISEA08,2006,NOV,25,56.376,-133.441,56.37,-133.374,2.26,0.5,HS200631-ISEA08-124-002,"Saturday, November 25, 2006",CHINOOK,311,397,1.0,AD,,19-1291,LITTLE_TAHLTAN,18,STIKINE,SE ALASKA,0.7103,12,
236,ISEA08,2006,NOV,25,56.376,-133.441,56.37,-133.374,2.26,0.5,HS200631-ISEA08-124-004,"Saturday, November 25, 2006",CHINOOK,306,369,,,,19-1293,CRIPPLE_CR,25,UNUK RIVER,SE ALASKA,0.9291,12,
236,ISEA08,2006,NOV,25,56.376,-133.441,56.37,-133.374,2.26,0.5,HS200631-ISEA08-124-009,"Saturday, November 25, 2006",CHINOOK,312,403,,,,19-1298,ATNARKO,10,NOMN,BC NORTH COAST,0.5064,12,
