2,Big_Qualicum,Other Cdn,0.000769231,0.047992998,0.000543478,0.044301086,0.0075625,0.108314226,0.00046729,0.031091772,0.005733333,0.114368422,0.001818182,0.0534483,0.022752294,0.243959373,0.005779817,0.100652614,0,0.204951019,0,0.112569763,0,0.246273233,0,0.061115214,0,0.083876564,0,0.911985591,0.075070423,0.48558935,0.002542373,0.124633416,0.511555556,1.357375326,0.000119048,0.048603134,0,0.064937028,0.001375,0.087398903,0.136206897,0.615957828,0.000153846,0.128479361,0.029484536,0.234826146,0,0.053145031,0,0.099183384,0.245961538,1.122625938,0.146829268,0.847728423,0,0.0772308,0,0.382013852,0.010689655,0.189580818,1.666829268,2.275071215,0.02390625,0.217537887,0.000363636,0.047048839,1.969677419,2.095976798,0.273015873,0.799759062,0.007863248,0.124612137,0,0.090837813,2.150111111,2.216321628,0.702638889,1.579373243,0,0.132894915,0.000747664,0.062062658,0.000719424,0.043081373,1.002432432,1.44708587,0.000672269,0.051788872,0.000272109,0.021366124
18,Chemainus,Other Cdn,0,0.043859617,0.514728261,0.532826255,0,0.021903696,0,0.028046445,0,0.047435086,0,0.023126035,0.104954128,0.402232468,0.000366972,0.027672191,0,0.264590081,0,0.386105192,0,0.221092013,0,0.154024589,0,0.096187851,0,0.571477803,0,0.038290665,0.000169492,0.063534642,0,0.049428375,0.000357143,0.054266321,0,0.087533932,0,0.049124116,0.002413793,0.107513216,0,0.106213391,0,0.033325794,0.00016129,0.087365361,0,0.226406842,0.204038462,1.081767997,0.001707317,0.147738819,0,0.140178297,0,0.316730156,0,0.073511753,0,0.068763089,0.00015625,0.083381538,0,0.035153566,0,0.061733629,7.93651E-05,0.041529984,0.00017094,0.0619579,0,0.1370437,0.001,0.068033653,0.000277778,0.102155583,0,0.165098732,0.245794393,0.620595081,0,0.014816395,0,0.0731856,0,0.034846941,0.001428571,0.035631455
11,Cowichan,Other Cdn,0.088269231,0.506327953,0.012826087,0.122808013,0.00025,0.029851625,0.006915888,0.081190437,0,0.050491236,0.018930481,0.138045274,0.009908257,0.173379901,0.514036697,1.162324868,0,0.181445606,0,0.16665731,0,0.256564968,0,0.05758225,0,0.056777692,0,0.250146999,0.075211268,0.469007005,0,0.059299028,0.054222222,0.508942065,0,0.055446549,0.00015625,0.093354417,0.001,0.090912409,0.053965517,0.424977529,0,0.052904483,0,0.048192695,0,0.051057186,0,0.116174608,0.000384615,0.076868189,0.999268293,2.006161252,0,0.125432904,0,0.15489338,0.011034483,0.188224289,0,0.21568883,0.00015625,0.030140809,0.133636364,0.520285479,0.048709677,0.414322191,0.095238095,0.496668687,0.155470085,0.644752483,0,0.112263904,0.486666667,1.36851085,1.115138889,1.875384296,0,0.256820131,0.010560748,0.120508686,0.000107914,0.022449276,0.000135135,0.069711376,0.725882353,0.820306216,0.000510204,0.027713071
97,L_Qualicum,Other Cdn,0.65375,1.190908933,0.000815217,0.038432113,0.0079375,0.128296427,0.330280374,0.847708703,0.000133333,0.058388876,0.149839572,0.486001617,2.022293578,1.761030606,0.060642202,0.560045885,0,0.366420445,0,0.214604732,0.029411765,0.556946433,0,0.099283562,0.0021875,0.153418845,0,0.555059864,0.092253521,0.560608335,0.000677966,0.111308762,0.776222222,1.728070781,0.045595238,0.310198268,0.00078125,0.087456614,0.00075,0.076701694,0.955517241,1.578230297,0.017230769,0.275589534,0.014226804,0.205270824,0.000483871,0.070338146,0.003214286,0.110413571,0.002307692,0.138668968,0.15804878,0.894575623,0.005263158,0.447842881,0,0.355140891,0.186436782,0.620765291,0,0.053849177,0.0134375,0.151448196,0.132818182,0.528077411,0.099193548,0.725691922,0.306904762,0.803810436,1.153076923,1.598299718,0,0.087369665,0.003222222,0.097130011,0.015555556,0.201341106,0.04,0.546675879,0.060186916,0.392633867,0.004928058,0.083078265,0.001081081,0.065570184,0.004117647,0.11373365,0.046122449,0.265410671
101,Nanaimo_F,Other Cdn,0.733365385,0.981385302,0.001032609,0.036550687,0,0.030555531,0.001308411,0.049666747,0.000133333,0.100532396,0.001604278,0.057711394,0.031559633,0.246358137,0.782110092,1.445557558,0,0.182766748,0,0.187238033,0,0.148520591,0,0.164241986,0.00015625,0.051230351,0,0.156623238,0.613380282,1.156766534,0,0.061691637,0.000444444,0.109968094,0,0.097962258,0,0.064998484,0.00075,0.069767774,0.005862069,0.129268817,0,0.059518587,0,0.034946044,0,0.161076832,0,0.084820692,1.949423077,2.600735165,0.004146341,0.177816438,0,0.020667673,0,0.213419106,0.104827586,0.488450462,0,0.166690379,0.003828125,0.087500541,0.000545455,0.065664447,0.014354839,0.219595764,0.00015873,0.050301301,0.00025641,0.053512735,0,0.077804042,0.000111111,0.067860891,0,0.06337164,0,0.068984774,0.180934579,0.615254804,0.000431655,0.029254668,0,0.054997272,0.001764706,0.046907653,0.001054422,0.03113081
267,Nanaimo_SP,Other Cdn,0,0.035986857,0,0.025740836,0,0.032551244,4.6729E-05,0.018155177,0.000666667,0.079293631,0,0.031966523,0,0.039287166,0.000550459,0.063375698,0,0.145454136,0,0.095277937,0,0.4036515,0,0.080728694,0,0.092522062,0,0.389203361,0,0.072897881,0,0.072035362,0,0.181424169,0,0.049060051,0,0.104078638,0,0.055016171,0.000172414,0.15351895,0,0.068383737,0,0.057846322,0,0.058325893,0,0.088040971,0,0.145610591,0,0.107041045,0,0.309008509,0,0.078671843,0,0.073714493,0,0.123864097,0,0.035412785,0,0.049767693,0,0.048766596,0,0.023427686,0,0.087539549,0,0.109327448,0,0.054367515,0,0.057292549,0,0.225095545,0.008971963,0.099568514,3.59712E-05,0.018870917,0,0.093613586,0,0.061409806,0.000170068,0.020754052
7,Nanaimo_SU,Other Cdn,0.000769231,0.068553879,0,0.016334215,0,0.035129358,0,0.03034623,0,0.0510664,0,0.035068203,0,0.032201262,0,0.03763019,0,0.204879888,0,0.377023524,0,0.145838667,0,0.139372604,0,0.07420553,0,0.21584808,0,0.062470408,0,0.065410285,0,0.084517524,0,0.071893198,0,0.097128546,0,0.049942901,0,0.146802572,0,0.09190932,0,0.038040818,0,0.034710523,0,0.138777495,0,0.059923236,0,0.118617337,0,0.096246124,0,0.15791977,0,0.060476989,0,0.071290677,0,0.053971249,0,0.022811031,0,0.066289572,0,0.032432317,8.54701E-05,0.038318741,0,0.067873828,0,0.032196212,0,0.035232197,0,0.107935667,0,0.062541304,0,0.024282203,0.000540541,0.050481843,0,0.04856751,0.000306122,0.02547464
7,NanaimoSu_BackX,#N/A,0.417403846,1.398406434,0.000326087,0.040804294,0.03075,0.228543788,0.196214953,0.678310379,0,0.051024499,0.196096257,0.626825405,0.247155963,0.791331674,0.005779817,0.119583686,0,0.180506227,0,0.124783048,0,0.121644728,0,0.028473303,0,0.067563999,0,0.268472753,0,0.065934667,0,0.063195589,0,0.155954704,0.020357143,0.20365421,0,0.035548203,0,0.067228282,0.455,1.777797483,0.065846154,0.503719173,0,0.083121798,0,0.033211284,0,0.094839145,0.116538462,0.744801904,0,0.112981576,0,0.178383778,0,0.611582704,0,0.050268604,0,0.093041221,0.0275,0.300876334,0.002,0.080317063,0.02483871,0.27681065,0.069126984,0.418675924,0,0.052742721,0,0.056472819,0.469666667,1.173337441,0.001527778,0.127141177,0,0.148240445,0,0.040193705,0.028884892,0.211313689,0,0.08885929,0,0.05343641,0.250408163,0.649915186
94,Nimpkish,Other Cdn,0,0.047804875,0,0.01858042,0,0.036551624,0.000186916,0.029328014,0,0.039317071,0,0.024810575,0.000183486,0.029117603,0,0.060877916,0,0.173051971,0,0.293809945,0,0.170040235,0,0.032203335,0,0.094743109,0,0.407069554,0,0.084931763,0.000338983,0.147382542,0,0.119874213,0,0.04818203,0,0.106994005,0,0.089410144,0,0.134465904,0,0.112992417,0,0.060672795,0,0.061941756,0,0.145448914,0,0.138444408,0,0.07415033,0,0.487620075,0,0.175824576,0,0.049366873,0,0.260681483,0,0.038973989,0,0.036048759,0,0.059887696,0,0.035200118,0,0.040989461,0,0.032917806,0,0.056010156,0,0.056898257,0,0.269611881,0,0.04947683,0.000467626,0.020630864,0.000135135,0.046122773,0,0.025877366,0,0.016981518
530,Puntledge_BackX,#N/A,0.010384615,0.125660491,0.002608696,0.067231682,0.0013125,0.066465391,0.000327103,0.039842774,0,0.028887342,0.162620321,0.485857107,9.17431E-05,0.057415061,0.043027523,0.295421419,0,0.262114063,0,0.198560385,0,0.171063369,0,0.10728602,0.00015625,0.07399877,0.034545455,0.960243767,0.101126761,0.552380566,0.000169492,0.07004706,0.042888889,0.43866936,0.000119048,0.068485828,0.00078125,0.074480835,0.000375,0.068916463,0.035862069,0.345829781,0,0.121883605,0.201649485,0.647733453,0,0.112535814,0.006428571,0.223184369,0.958846154,2.041095992,0.801707317,1.771014553,0,0.076825453,0,0.154861707,0.016091954,0.239668905,0.163902439,0.786162927,0.008984375,0.107966424,0.168454545,0.568869121,0.003064516,0.178109877,0.000238095,0.049825213,0.005726496,0.168183289,0,0.069514658,0.080555556,0.552878429,0.000416667,0.057307908,0,0.191381484,0.62635514,1.167427859,0.000863309,0.031508876,0.003513514,0.145166817,0.062773109,0.308603923,0.172482993,0.465792313
106,Puntledge_F,Other Cdn,0.005288462,0.095388688,0.021304348,0.18074501,0.005375,0.094076963,0.000841121,0.035092443,3.945333333,2.273713023,1.052245989,1.072797863,0.146055046,0.615430706,1.50293578,2.239917121,0,0.31385532,0,0.038018234,0,0.194421424,0,0.149853606,0.00171875,0.123358807,0.008181818,0.909921282,0.202112676,0.72484918,0.000338983,0.104023169,0.268,1.081964003,0.000714286,0.063088632,0.00078125,0.047885748,0.002125,0.048849432,0.137413793,0.670229029,0.013692308,0.146632183,0.152474227,0.504190452,0.008064516,0.20451711,0,0.285003183,0.454038462,1.535520505,0.432439024,1.438186854,0,0.125330805,0,0.22936046,0.024137931,0.262496913,0.655121951,1.637335498,0.01390625,0.187226796,0.562818182,0.914978639,0.157096774,0.72463459,0.948412698,1.294837625,0.795811966,1.396900544,0,0.11308535,0.684888889,1.678130906,0.721805556,1.596825151,0,0.226542556,0.531682243,1.124505175,0.003201439,0.061134064,0.617972973,1.289272439,0.023277311,0.197953914,1.27792517,0.976454118
105,Puntledge_Su,Other Cdn,0,0.049948443,5.43478E-05,0.027309789,0,0.043741593,0.000186916,0.027084144,0,0.046352048,0,0.02518981,0,0.043571778,0,0.033962799,0,0.20665873,0,0.250393401,0,0.176900874,0,0.058114329,0,0.102978785,0,0.237427875,0.002676056,0.097319595,0,0.080370026,0,0.088381325,0,0.056769378,0,0.084576934,0,0.082748563,0,0.064653609,0,0.068814949,0.001134021,0.079657151,0,0.069652631,0.0075,0.166412484,0.013269231,0.268295851,0.089268293,0.635974179,0,0.275651226,0,0.100980294,0,0.047756314,0,0.103013949,0.0115625,0.155739864,0,0.040978714,0,0.084290616,0,0.039123464,8.54701E-05,0.053875863,0.003409091,0.13497456,0,0.079797959,0,0.129283599,0,0.197481774,0.001401869,0.056723548,0,0.019199853,0.000810811,0.065539556,0,0.030557311,0.000272109,0.023882434
3,Quinsam,Other Cdn,0,0.037297858,5.43478E-05,0.047488419,0,0.024814012,0,0.023119668,0.000666667,0.1314138,5.34759E-05,0.028601037,0,0.056354112,0,0.047502939,0,0.246304107,0,0.151232565,0,0.333811538,0,0.138649459,0,0.101504772,0,0.54249434,0,0.041205356,0,0.068848712,0,0.076197836,0,0.053021757,0,0.091092205,0.0055,0.126359575,0,0.147878973,0,0.029123323,0,0.058764639,0,0.204511541,0,0.206814555,0,0.107536023,0,0.074708889,0,0.206901621,0,0.130223407,0,0.056792275,0,0.195400255,0.000078125,0.033388943,0.001,0.061248144,0.00016129,0.101380999,0,0.044432435,0,0.029791092,0,0.052692212,0,0.047174756,0.000138889,0.041957492,0,0.119897172,0,0.041271709,0.002913669,0.046978589,0.002027027,0.099195008,0,0.028012427,3.40136E-05,0.022711406
242,Burman,Other Cdn,0.056346154,0.524310929,0,0.023626558,0.214875,0.644098884,0.000981308,0.045007832,0.0164,0.265551433,0,0.027034694,0.002477064,0.092305904,0,0.038432086,0,0.112479603,0,0.118863074,0.017647059,0.488580629,0,0.188328686,0,0.086883513,0,0.25739691,0,0.099687288,0,0.078165453,7.050666667,4.216150117,0,0.108004993,1.04578125,2.104759985,0,0.0574004,0.004310345,0.152812609,0.000153846,0.066594669,6.002371134,4.130547516,0,0.084045523,0,0.227568095,0.006153846,0.316076796,0.015853659,0.198528798,0,0.107890333,22.93333333,10.12943905,0.11908046,0.470290363,0,0.063727213,0.00125,0.038956433,0.000818182,0.052231554,0,0.070939888,0.015873016,0.197368861,0,0.026136945,0,0.149241479,0.003777778,0.095506142,0.000555556,0.06313261,0,0.143381136,0.00271028,0.0725254,2.814244604,1.385888758,0.011756757,0.115259223,0.008991597,0.128744309,0.058809524,0.263141092
5,Conuma,Other Cdn,9.601057692,5.188981714,0,0.029469008,2.204,1.683903459,0.160560748,0.436578506,0.4032,1.501680898,0,0.028227463,0.56733945,1.517700768,0,0.026965614,0,0.125345455,0,0.131269152,31.87647059,13.03921263,0,0.225560774,0,0.095274064,4.486363636,9.276538236,0,0.081461881,0,0.064941861,0.017777778,0.373544726,0,0.048602969,3.94078125,3.983690918,0,0.045172283,6.224310345,4.931015725,0,0.036318169,9.346597938,6.293388926,0,0.039734971,0,0.062165534,1.964423077,2.509388381,0,0.169568592,0,0.123434532,20.44444444,9.50223725,0.697816092,1.01796457,0,0.261174882,4.6571875,5.679445534,1.095090909,1.647372893,0,0.062480121,7.763809524,2.690888717,0,0.044179013,0,0.078856575,5.543,2.412223742,24.21819444,5.871756129,0,0.250923928,27.19962617,7.446894885,2.958633094,2.516148827,0.483378378,1.460147258,1.941260504,3.163051447,3.302993197,1.091148702
314,Gold_R,Other Cdn,2.184230769,2.615005043,0.442771739,0.539423322,0.02075,0.217084431,0.001869159,0.05171021,0.389066667,1.412731783,0,0.023772423,1.989357798,3.031603202,0.315229358,0.958855253,0,0.137714902,0,0.124317076,0.188235294,1.601203665,0,0.045732382,0,0.129182493,0,0.311187601,0.004084507,0.105969527,0.49559322,1.118508468,0.001111111,0.063217874,0,0.053148118,8.935625,8.61598517,0.49125,1.024609718,0.043275862,0.586768274,0.001846154,0.055009549,0.010721649,0.14290968,0,0.126990723,0.003214286,0.232717261,0,0.09448254,5.687560976,5.871376009,0,0.558108106,0,0.189032096,0,0.061175834,0,0.045108845,0.729453125,1.218270839,0.092181818,0.533774749,0,0.082935036,0.22468254,1.031365326,0.007350427,0.131745981,2.196818182,2.134291517,0.000666667,0.080764791,5.275972222,3.219703655,0,0.264865528,0.087102804,0.444058238,0.190503597,0.664731504,0.249054054,0.82742435,0.007563025,0.10862484,1.116666667,2.00864314
463,Kaouk_R,Other Cdn,5.363557692,3.824316574,0,0.022532241,0.0260625,0.297498083,0.03364486,0.231994979,0.314,1.034841517,0,0.026036632,0.001926606,0.065966221,9.17431E-05,0.058952817,0,0.269609651,0,0.093381923,0.017647059,0.309799786,0,0.046241472,0,0.083303623,0,0.401267205,0,0.060411547,0.336271186,0.945272981,2.803555556,4.769554451,0,0.050995534,0.12890625,0.874801066,0,0.035057102,0.684482759,2.260735521,0.000615385,0.10429817,0.375979381,1.345143729,0,0.111083097,0.000714286,0.142800725,0.004807692,0.152518504,0.023658537,0.397210988,0,0.142441634,1.05,4.324203986,0.057471264,0.444007325,0,0.098488108,1.51359375,2.919749124,0.012636364,0.236119388,0,0.08536826,0.555634921,1.497882699,0.00017094,0.045838365,0,0.209607469,0.000333333,0.037675852,0.066527778,0.740564538,0,0.358722405,0.007570093,0.107408804,0.307374101,1.078301591,0.138108108,0.619912399,0.209159664,0.707611029,0.019557823,0.161003698
31,Kennedy,Other Cdn,0.045576923,0.361921399,0,0.040979604,0.04875,0.282136943,0.417850467,0.455236964,2.572933333,1.846572588,0.000320856,0.033899046,1.603577982,1.399189449,9.17431E-05,0.055280955,0,0.176104496,0,0.301088098,0.011764706,0.4667498,0,0.067816634,0,0.057839818,0,0.246733718,0.183943662,0.66973118,0.010338983,0.207707939,0.064222222,0.51067408,0,0.074150178,0.001875,0.07832009,0,0.070974584,0.006896552,0.168511126,0,0.060405298,0.023298969,0.197636813,0,0.099082651,0,0.061781917,0,0.111245404,0.010731707,0.175358519,0,0.132791579,0,0.086174141,0,0.045607358,0,0.075006267,0.001171875,0.086938784,0,0.045347186,0,0.060800116,0.744761905,0.819724677,0,0.037345299,0,0.174342049,0,0.042107021,0.002638889,0.124878761,0,0.12106075,0.000654206,0.050993023,0.000611511,0.023970437,0.000135135,0.044732762,1.685294118,1.384168069,0.00047619,0.026650984
72,Marble@NVI,Other Cdn,0,0.046391628,0,0.021645148,0.382125,0.643582885,0,0.025962808,0,0.046937808,0,0.038600992,0.000550459,0.049076601,0,0.047493889,0,0.225077826,0,0.110850976,0,0.249273452,0,0.074642864,0,0.091008383,0,0.320426578,0,0.055224531,0,0.095167589,0,0.107297989,0.000119048,0.046454875,0,0.050491009,0,0.076859945,0.000172414,0.100095451,0,0.13412307,0,0.056587484,0,0.088333526,0,0.049709788,0.009230769,0.169283606,0.000243902,0.099307622,0,0.253948044,0,0.254739571,0,0.048434143,0,0.080595841,0.924140625,0.924679191,0,0.044010273,0,0.061305777,0.836507937,0.837131243,0.857264957,0.816933621,0,0.082944352,0,0.046521388,0.001388889,0.0937216,0,0.171230382,1.876168224,1.229247685,0.034460432,0.159535279,0,0.063920239,1.7,1.193637389,0,0.020682521
459,Megin_R,Other Cdn,0.018269231,0.381280818,0.001195652,0.038098787,0.0020625,0.088347739,0.001775701,0.04343189,0.0024,0.106864082,0,0.0311913,0.012201835,0.170326835,0.010825688,0.135473362,0,0.23008764,0,0.143278899,0.141176471,1.157253055,0,0.119073424,0,0.108781557,0,0.412760265,0,0.041106313,0,0.070133899,0.000444444,0.094541924,0,0.05398119,0,0.06312524,0.005625,0.167343174,0.001034483,0.091325512,0.000769231,0.092331755,0.006804124,0.146988061,0,0.110244434,0.000357143,0.084501477,0.016923077,0.233342197,0.001219512,0.083233137,0,0.241137419,0.005555556,0.127990774,0,0.093076145,0,0.125629426,0.001640625,0.06378232,0.002272727,0.090826477,0,0.069959912,0.002222222,0.067665104,0.001367521,0.070080889,0.009772727,0.263719355,0.000888889,0.060188443,0.004305556,0.150967808,0,0.312799752,0.000186916,0.04348447,0.136834532,0.573644958,0.024189189,0.353792584,0.003109244,0.06491484,0.002040816,0.058354099
464,Moyeha_R,Other Cdn,1.364326923,4.29477682,0,0.034236875,0.2416875,0.868860893,0.143224299,0.468330564,0.0008,0.039613897,0,0.02263498,0.008256881,0.142143424,9.17431E-05,0.057488517,0,0.128899565,0,0.131266109,0.005882353,0.206690547,0,0.186008009,0,0.041158618,0,0.692474514,0,0.101567079,0,0.070197572,0.037777778,0.468805797,0,0.059769303,0.64703125,1.886967327,0,0.050349512,0.012586207,0.236563205,0,0.038061487,0.014639175,0.218209862,0,0.049580126,0,0.077685022,1.160769231,2.350866152,0.010243902,0.289212834,0,0.138348379,0,0.11320597,0.11045977,0.472892501,0,0.114177334,0.08046875,0.644048904,2.157181818,2.283253163,0,0.070360464,0.063015873,0.534998165,0,0.057691813,0,0.038135607,0.005777778,0.139611965,0.006805556,0.121645162,0,0.135341203,0.009906542,0.187094917,0.04118705,0.261197316,1.436891892,2.305116781,0.027478992,0.277984286,0.000340136,0.032448464
108,Nahmint,Other Cdn,0.008173077,0.142180208,0,0.030812057,1.614875,1.381275587,0.002570093,0.054489974,0.631733333,1.142111834,0,0.028761403,9.17431E-05,0.051087894,0.798256881,1.005302424,0,0.153867149,0,0.372508514,4.570588235,5.922924265,0,0.074960476,0,0.065003926,0,0.368760866,0,0.036946096,0.11559322,0.593227508,0,0.11854413,0,0.038420854,0.26984375,1.020539871,0,0.046960601,0.001206897,0.1016317,0.001846154,0.084410145,0.004845361,0.123256863,0,0.054444536,0,0.067652737,0.000384615,0.093290837,0.006829268,0.227001844,0,0.103410973,0,0.075587905,0,0.109649472,0,0.084573419,0,0.054818679,0.011,0.230184834,0,0.09150101,0.002539683,0.088807098,0,0.045465221,0,0.052973297,0.003777778,0.117378736,0.000833333,0.121822083,0,0.165535319,0,0.058899977,0.000935252,0.022491976,0,0.103987121,8.40336E-05,0.032779911,0.008673469,0.086259516
9,Nitinat,Other Cdn,0,0.054517963,0.273315217,0.451207738,0.1264375,0.539416441,0.409953271,0.473889362,2.1328,1.894142607,0,0.022109871,3.589082569,1.839811427,1.703577982,1.271981916,0,0.250851799,0,0.248484451,0,0.12606974,0,0.07871828,0,0.066225494,0,0.384436964,0,0.061105694,0,0.072971663,0,0.117078973,0.760952381,1.063771258,6.1440625,2.947327123,0.567125,1.137299739,6.587931034,3.431508083,0.054615385,0.381316208,3.237216495,1.797491334,0,0.047997515,0,0.059458839,0.002692308,0.115425863,2.462439024,2.70777708,0,0.113122233,0.2,1.240352207,0,0.027677157,0,0.169574949,1.4590625,1.532142269,3.116272727,1.784424097,0,0.045396497,6.358253968,2.140647366,1.00008547,1.269953357,3.209318182,4.126666225,0,0.0470744,4.9825,2.718595357,0,0.09655798,0,0.037835163,2.854316547,1.122025344,0,0.105569037,0.785210084,0.827854743,1.420238095,1.418364217
1,Robertson,Other Cdn,1.720384615,2.106399793,0.094021739,0.301105261,6.328125,1.921317905,3.616401869,1.417853083,3.296,2.485746413,0,0.026660573,3.805137615,3.136599584,1.691009174,1.446796718,0,0.172087609,0,0.151977417,0.488235294,1.999192066,0,0.130152456,0,0.067767301,0,0.243634739,0.002253521,0.179482595,0.435084746,1.122758292,0.000222222,0.145888956,0,0.076037294,6.9084375,8.14214853,0.360625,0.885785976,3.104655172,3.2891564,0.004615385,0.094575104,0.007835052,0.119648764,0,0.080812813,0,0.158364516,0.000384615,0.091918616,1.30195122,2.82520507,0,0.233444746,11.06666667,6.985402257,0.000574713,0.0444503,0,0.095655648,0.902265625,1.23721199,0.183090909,0.675935302,0,0.070521893,4.383888889,2.04862051,0.892136752,1.846711914,0.055909091,0.556853366,0,0.08584308,0.411111111,1.501276718,0,0.152859111,1.786074766,1.32403904,8.476978417,2.16276027,1.132702703,1.326827452,1.855882353,1.661959897,16.03602041,2.863395373
135,San_Juan,Other Cdn,9.61538E-05,0.030816284,0.065217391,0.306226695,0.7108125,0.701405122,0.483691589,0.519352531,0,0.037666826,0,0.031688295,0.000733945,0.050860931,0,0.048318641,0,0.349929038,0,0.159879161,0,0.098590121,0,0.150945912,0,0.076545303,0,0.286953672,0,0.055484951,0.000338983,0.08238528,0,0.107775087,0.514047619,1.061109968,0.000625,0.068040832,0.03375,0.331312494,0,0.0641854,0.003230769,0.124643312,0,0.06090825,0,0.054366379,0,0.247590443,0,0.090240999,0.002439024,0.103280881,0,0.231064448,0,0.702712047,0,0.054254334,0.000487805,0.08006465,1.587109375,1.117546873,0.000454545,0.041464225,0,0.066060221,0.002063492,0.066445983,0,0.047147202,0,0.164119142,0.001555556,0.083797053,1.995972222,2.200887569,0,0.260527214,0,0.094189377,1.342122302,0.89540316,0,0.103134978,0.000588235,0.035979325,0.375340136,0.377207492
107,Sarita,Other Cdn,0.019615385,0.215537547,0,0.025516759,0.002125,0.058108726,0.000186916,0.031125663,0.284533333,0.915070062,0,0.027156157,9.17431E-05,0.04579794,9.17431E-05,0.034680948,0,0.169429821,0,0.117151336,0,0.163623706,0,0.094211377,0,0.053020048,0,0.368220264,0,0.035096364,0,0.051120459,0,0.070355408,0,0.057607324,0,0.082260989,0,0.07122849,0,0.097803784,2.884461538,2.212775497,0.010927835,0.154104245,0,0.039241121,0,0.262002091,0.001153846,0.111345188,0.392439024,1.515557512,0,0.088683631,0,0.19553755,0,0.03736174,0,0.067443654,0.00109375,0.070686629,0.005363636,0.112908717,0,0.108146718,0.001269841,0.055007841,0,0.050130582,0.000454545,0.09455723,0,0.075265217,0.006944444,0.143801334,0,0.38071151,0,0.064858392,0.002410072,0.062107352,0,0.048170464,0.022184874,0.205420865,0.91707483,0.658698585
405,Sooke,Other Cdn,9.61538E-05,0.041374077,0.001902174,0.047933571,0.006875,0.13063662,0,0.027811157,0.2612,0.939610812,0,0.028667727,0.068256881,0.367218952,0.188440367,0.774772696,0,0.232422516,0,0.12982746,0,0.356722532,0,0.059815468,0,0.074171431,0,0.331048268,0,0.033547585,0,0.095916617,0,0.102036583,0.107857143,0.477445141,0.00125,0.067437773,0.4835,1.075454185,0.000517241,0.064949871,0.083538462,0.535125232,0.000927835,0.069288842,0,0.07859545,0,0.117082554,0.028653846,0.323436483,0.024390244,0.316588501,0,0.216685683,0,0.341366025,0,0.049191483,0,0.096963693,0.0009375,0.053298397,0,0.04197195,0,0.084535376,0.001428571,0.068928478,0,0.036491187,0.009545455,0.231866375,0,0.065329831,0.001388889,0.048812635,0,0.081461262,0,0.050536792,0.09942446,0.355092147,0,0.071446399,0.061596639,0.320897132,0.064863946,0.341548544
331,Tahsis,Other Cdn,0.287692308,1.552622736,0,0.033059177,0.08025,0.390370129,0.003831776,0.067381107,0.0576,0.463642722,0,0.01948748,0.001100917,0.054883552,0,0.019999437,0,0.211720293,0,0.135411527,0,0.158247446,0,0.04579794,0,0.072961772,0.013636364,0.612394097,0,0.057432704,0,0.083297833,0.093333333,0.933775463,0,0.067193942,0.00671875,0.183619375,0,0.046465073,0.073275862,0.618375839,0,0.036543419,0.009278351,0.193072037,0,0.099553109,0,0.071146431,0.000576923,0.138109772,0,0.062692393,0,0.085507433,0.055555556,0.742923168,0.067356322,0.412519121,0,0.12892166,9.6275,3.63621527,9.09091E-05,0.033363059,0,0.144612649,0.001587302,0.087083994,0,0.045053058,0,0.148867149,0.002,0.087214223,0.042638889,0.584864775,0,0.200056785,0.016728972,0.238920836,0.46442446,0.94127729,1.883243243,2.360599802,0.249915966,0.960776927,0.000442177,0.026760021
34,Thornton,Other Cdn,0.000384615,0.047716089,0,0.017627214,0.008125,0.106796049,2.622850467,1.22244094,0.031866667,0.407318566,0,0.031954413,0.000366972,0.049041665,0.000642202,0.077402051,0,0.101555179,0,0.29093051,0.329411765,1.588633339,0,0.068640343,0,0.058651987,0,0.442787981,0,0.063703257,0.007627119,0.191508503,0.002888889,0.134329236,0,0.043508019,0.1078125,0.684391874,0,0.038982375,1.155172414,2.034107013,0.000153846,0.068888854,0.005876289,0.107860192,0,0.059007777,0.003571429,0.327877636,0,0.057418875,0.406829268,1.404964195,0,0.442037656,0.05,1.045157632,0,0.052608604,0,0.141840431,0,0.039655451,5.214,2.181146612,0,0.080976874,0.00047619,0.043762645,3.428803419,2.19911132,0.008636364,0.314215672,0,0.053892968,0.115555556,0.775910756,0,0.055085979,0,0.029294124,1.323453237,1.401840556,0.026621622,0.286241604,0.540588235,1.12333992,0.204455782,0.707386256
332,Tlupana,Other Cdn,0.428653846,1.646514033,0,0.031079675,0.0519375,0.309749244,0.679953271,0.722476859,2.6636,5.438123836,0,0.02846864,3.030183486,2.118509802,0,0.076631409,0,0.121268506,0,0.121759737,4.270588235,8.718522171,0,0.145273122,0,0.072275898,13.68181818,11.44348351,0,0.075155258,0,0.060086197,0.094666667,0.693439895,0,0.054349853,0.00453125,0.181214844,0,0.058875884,2.011896552,4.032616289,0,0.106390815,0.019278351,0.31924755,0,0.059798495,0,0.266298846,0.000769231,0.116286631,0,0.136593453,0,0.151110137,0.144444444,1.263945535,0.018850575,0.209064589,0,0.08015491,0.532890625,1.739282736,0.003272727,0.060634588,0,0.077781104,0.007857143,0.165649716,0,0.032234997,0,0.033894111,0.005888889,0.163069511,0.7025,3.008725002,0,0.136807232,9.957009346,8.547197205,3.746294964,2.121608048,0.000135135,0.07270068,0.088823529,0.568629424,0.003469388,0.062741131
